name,prompt,negative_prompt,description,category
BDSM_Candle_Wax,"1girl, (candle wax:1.4), (hot wax dripping:1.3), wax on skin, wax torture, burning candle over body, dripping wax, red wax marks","cold, no wax, dry",Candle wax play. Hot wax pain/sensation. Combos: FETISH_PUNISHMENT_Pain_Play; LIGHTING_Candlelight; FETISH_BDSM_Submission.,BDSM
BDSM_Chained_Wall,"1girl, chained to wall, (wall chains:1.3), arms raised chained, chained wrists above head, wall restraints, dungeon chains, spread eagle chained","free, unbound, standing freely",Wall chains — arms above head. Combos: FETISH_BDSM_Dungeon_Room; ACCESSORY_Ankle_Cuffs; LIGHTING_Dramatic_Shadow.,BDSM
BDSM_Cross_St_Andrews,"1girl, (St Andrews cross:1.4), (BDSM cross:1.3), X-cross, spread eagle on cross, cruciform restraint, bondage cross, arms and legs spread wide on cross","free, unbound, standing",St Andrew's Cross. Classic BDSM furniture. Combos: FETISH_PUNISHMENT_*; ACCESSORY_*; LIGHTING_Dramatic_Shadow.,BDSM
BDSM_Dungeon_Room,"BDSM dungeon room, dungeon interior, restraint furniture, sex cross, chains on wall, whipping post, BDSM equipment, dark dungeon, torture chamber aesthetic","bright, clean, no equipment",BDSM dungeon as scene. Combos: LIGHTING_Dim_Dark; FETISH_BDSM_Chained_Wall; FETISH_BDSM_Cross_St_Andrews.,BDSM
BDSM_Hogtied,"1girl, (hogtied:1.4), (wrists and ankles tied together:1.3), bound hands and feet, hogtie position, helpless, cannot move, tied tight","free, unbound, standing",Hogtied position. Combos: ACCESSORY_Rope_Shibari; ACCESSORY_Gag_Ball; FETISH_CONTROL_Forced_Orgasm.,BDSM
BDSM_On_Leash,"1girl, (on leash:1.3), (being led by leash:1.3), leash pulled, led by neck, collar and leash used actively, owner holding leash, pulled along","no leash, free collar",Active leash use — being led. Combos: FETISH_PETPLAY_On_All_Fours; FETISH_DOMINATION_Femdom or Maledom.,BDSM
BDSM_Pain,"pain, torture, suffering, spanking, whipping, punishment, marks, bruises, welts, impact play, sadism, masochism, painful pleasure, tears from pain","gentle, soft, painless, severe injury",BDSM pain play core. Combos: FETISH_PUNISHMENT_*; STATE_Crying_Tears; EXPRESSION_Fear.,BDSM
BDSM_Rack_Spread,"1girl, bondage rack, spread eagle position, arms and legs spread wide, stretched bondage, spread eagle, mounted, displayed, full body spread","free, unbound, relaxed",Spread eagle rack. Full display position. Combos: FETISH_BDSM_Dungeon_Room; ACCESSORY_Ankle_Cuffs + Handcuffs.,BDSM
BDSM_Submission,"1girl, submissive, (slave:1.3), obedient, dominated, kneeling, bowing, servile, pet, owned, master and slave, power dynamic, submissive pose","dominant, defiant, resistant, equal",BDSM submission posture. Combos: FETISH_DOMINATION_Maledom or Femdom; ACCESSORY_Collar_Chain.,BDSM
BDSM_Suspension,"1girl, (suspension bondage:1.4), (hanging bound:1.3), suspended in air by ropes, aerial bondage, hanging from ceiling ropes, shibari suspension, mid-air tied","on ground, standing, free",Suspension bondage. Advanced shibari. Combos: ACCESSORY_Rope_Shibari; LIGHTING_Dramatic_Shadow; FETISH_BDSM_Dungeon_Room.,BDSM
BDSM_Tape_Bondage,"1girl, (tape bondage:1.3), duct tape restraint, black electrical tape, tape binding wrists, tape over mouth, taped up, bound with tape","rope, chain, free",Tape bondage — improvised restraint aesthetic. Combos: FETISH_CONTROL_Non_Con; SCENE_Storage_Closet.,BDSM
BDSM_Whipping_Post,"1girl, (whipping post:1.3), tied to post, (flogging:1.2), back to post, wrists above head tied to post, punishment post, pillar bondage","free, unbound",Tied to whipping post. Classic dungeon setup. Combos: FETISH_BDSM_Dungeon_Room; FETISH_PUNISHMENT_Flogging.,BDSM
BDSM_Wrapped_Mummified,"1girl, (mummification bondage:1.4), (wrapped in bandage:1.3), fully wrapped, mummy bondage, body completely bound in wrap, total restraint, latex wrapped","free, partially bound, loose",Mummification / full body wrapping. Combos: FETISH_BDSM_Dungeon_Room; FETISH_STATE_Helpless.,BDSM
BDSM_Zipper_Suit,"1girl, (latex bodysuit:1.3), (zipper suit:1.2), full body latex, latex catsuit, tight latex, rubber suit, shiny latex, second skin latex","normal clothes, no latex, nude",Latex/rubber suit. Combos: FETISH_DOMINATION_Femdom or Maledom; FETISH_BDSM_Dungeon_Room.,BDSM
BODY_Ass_Huge,"1girl, (huge ass:1.4), (enormous butt:1.3), ass bigger than head, massive rear, oversized buttocks, extreme bubble butt, impossibly large ass","flat ass, small butt, normal proportions, petite",Exaggerated huge ass. Combos: BODY_Thicc_Voluptuous; CAMERA_Ass_Focus; ACTION_Ass_Worship; THEME_QoS_Lifestyle.,BODY
BODY_BBW_Plus_Size,"1girl, bbw, plus size, chubby, fat belly, thick body, soft belly, plump body, heavy body, chunky, big belly, love handles, thick arms, massive thighs","skinny, thin, slender, fit, toned, muscular, petite, penis",BBW and plus size body type,BODY
BODY_Hourglass_Perfect,"1girl, hourglass figure, perfect proportions, slim waist, wide hips, large breasts, balanced figure, stunning figure","flat, boxy, straight body, shapeless, (bad proportions:1.3), penis",Perfect hourglass proportions,BODY
BODY_Male_Average,"1boy, (average male body:1.2), normal male build, regular physique, everyday male, typical male body, not muscular, not fat, average male","female, extremely muscular, obese",Average male body. Universal for male characters. Combos: any GROUP; THEME_NTR_Cheating; SCENE setups.,BODY
BODY_Male_BBC,"1boy, (dark skinned male:1.4), (black male:1.3), (huge penis:1.4), (BBC:1.3), dark skin, muscular, large penis, veiny cock, massive dark cock, ebony skin","white skin, pale, small penis, female, average size",Black male with BBC — dedicated body style. Replaces manual THEME_Interracial_BBC + BODY_Male_Muscular stacking. Combos: THEME_QoS_Lifestyle; THEME_Interracial_BBC.,BODY
BODY_Male_Muscular,"1boy, (muscular male:1.3), (athletic male body:1.2), defined muscles, abs, broad shoulders, strong male body, fit male physique, six pack","female, fat, scrawny, skinny male",Muscular male body. Combos: RACE_Orc_Male; THEME_Maledom; GROUP_MMF; THEME_Interracial_BBC.,BODY
BODY_Muscular_Fit,"1girl, muscular female, athletic body, toned, abs, defined muscles, strong body, fit physique, amazon, six pack, firm body, biceps","soft, flabby, skinny, obese, penis",Muscular and athletic female,BODY
BODY_Petite_Small,"1girl, petite body, small frame, short, small breasts, thin waist, delicate, tiny body, small stature, cute body","tall, large, big, bulky, muscular, penis, underage",Adult petite body type,BODY
BODY_Pregnant_Gravid,"1girl, pregnant, pregnant belly, gravid, (large belly:1.3), round belly, baby bump, swollen belly, maternal, expecting","flat stomach, slim belly, penis",Pregnant body state,BODY
BODY_Shortstack,"1girl, (shortstack:1.3), short stature, large breasts small frame, wide hips short height, petite but curvy, small but busty, compact curvy body","tall, average height, flat",Shortstack. Combos: RACE_Goblin_Female; BODY_Thicc_Voluptuous; THEME_Size_Difference.,BODY
BODY_Tall_Amazon,"1girl, (tall female:1.3), (amazon body:1.2), towering height, very tall woman, long legs, dominant height, height advantage","short, petite, average height",Tall amazon body. Combos: THEME_Size_Difference; THEME_Femdom; BODY_Muscular_Fit.,BODY
BODY_Tanned,"1girl, (tanned skin:1.3), (tan lines:1.2), sun-kissed skin, bronzed skin, dark tan, bikini tan lines, brown skin from sun, golden brown skin","pale, white skin, albino, no tan",Tanned skin with optional tan lines. Combos: SCENE_Beach; CLOTHES_Micro_Bikini; ARCHETYPE_Gyaru. Note: for dark-skinned races use RACE styles instead.,BODY
BODY_Thicc_Voluptuous,"1girl, voluptuous, thick thighs, wide hips, huge breasts, (curvy body:1.3), plump, soft body, hourglass figure, heavy breasts, meaty thighs, oppai, (smooth skin:1.1)","skinny, thin, slender, petite, flat chest, narrow hips, bony, penis, underage",Thick; curvy; voluptuous body type,BODY
BREASTS_Flat_Chest,"1girl, (flat chest:1.4), (no breasts:1.3), flat breasts, no chest, board flat, smooth chest, adult flat chest","large breasts, huge breasts, medium",Flat chest adult. Ensure adult character in prompt. Combos: BODY_Petite_Small; THEME_Size_Difference.,BREASTS
BREASTS_Huge_Focus,"1girl, (huge breasts:1.5), (gigantic breasts:1.4), (massive tits:1.4), oppai, breast focus, enormous breasts, sagging breasts, heavy breasts, bouncing breasts","flat chest, small breasts, medium breasts, male, penis",Extremely large breasts,BREASTS
BREASTS_Lactating,"1girl, lactating, breast milk, milk, leaking breasts, milk drops, dripping milk, engorged breasts, swollen nipples, lactation, milk squirt","dry, no milk, male, penis",Lactating breasts,BREASTS
BREASTS_Medium,"1girl, (medium breasts:1.2), average chest, normal breast size, moderate breasts, natural size breasts, proportional chest","huge, gigantic, flat, extremely large",Medium / average breasts. Universal natural size.,BREASTS
BREASTS_Natural_Sagging,"1girl, (sagging breasts:1.3), (natural droop:1.2), hanging breasts, drooping naturally, gravity-affected, natural sag, realistic heavy breasts","perky, uplifted, implants, perfect round",Natural sagging breasts. Combos: BODY_BBW_Plus_Size; BODY_Pregnant_Gravid; ARCHETYPE_Onee_San.,BREASTS
BREASTS_Nipples_Detailed,"1girl, detailed nipples, (erect nipples:1.3), hard nipples, puffy nipples, large areola, prominent nipples, perky nipples, nipple focus","flat, inverted, hidden, covered, male",Detailed nipple focus,BREASTS
BREASTS_Nipples_Inverted,"1girl, (inverted nipples:1.4), (retracted nipples:1.3), concave nipples, sunken nipples, indented nipples","erect nipples, protruding, normal nipples",Inverted nipples. Combos: BREASTS_Nipples_Detailed for detail focus.,BREASTS
BREASTS_Nipples_Pierced,"1girl, pierced nipples, nipple rings, (nipple piercing:1.2), silver nipple ring, metal piercing, decorated nipples, body jewelry","no piercings, covered, male, penis",Pierced nipples,BREASTS
BREASTS_Squeeze_Grope,"1girl, (breast groping:1.3), (squeezing breasts:1.2), hands on breasts, kneading breasts, fondling, breast massage, groped chest","no touching, untouched, solo no hands",Breast groping / squeeze. Combos: BREASTS_Huge_Focus; POSE_Missionary; GROUP setups.,BREASTS
BREEDING_Afterglow,"1girl, (post-breeding:1.3), hand on belly after sex, implied fertilization, satisfied after being bred, afterglow with belly touch, soft smile post-sex","before sex, unfilled, unsatisfied",Post-breeding satisfaction. Combos: FLUIDS_Creampie_Dripping; FETISH_BREEDING_Creampie_Claim.,BREEDING
BREEDING_Claim,"1girl, (breeding claim:1.3), (marked as brood:1.2), spoken claim, property of breeder, claimed for breeding, owned womb, dedicated to reproduction","unclaimed, free, unbred",Ownership/claim for breeding. Combos: FETISH_CORRUPTION_Tattoo_Brand; FETISH_BDSM_Submission.,BREEDING
BREEDING_Creampie_Claim,"1girl, (internal creampie:1.3), (womb creampie:1.3), cum inside, bred, filled inside, ejaculated inside, internal deposit, deep creampie","external cum, facial, no cum inside",Internal creampie breeding. Combos: FLUIDS_Creampie_Dripping; FETISH_BREEDING_Pregnant_Belly.,BREEDING
BREEDING_Fantasy,"1girl, (breeding fantasy:1.3), mating instinct, primal urge to breed, animalistic mating, pure reproductive drive, fertile theme","contraception, no breeding intent",Primal breeding fantasy theme. Combos: FETISH_BREEDING_Creampie_Claim; FETISH_STATE_In_Heat.,BREEDING
BREEDING_Harem_Bred,"1girl, (harem breeding:1.3), multiple girls bred by one male, harem impregnation, breeding harem, one father many mothers","solo, single partner",Harem breeding. Combos: GROUP_FFFM; FETISH_BREEDING_Pregnant_Belly stacked.,BREEDING
BREEDING_Impregnation_Plea,"1girl, (begging to be bred:1.3), (please impregnate me:1.2), breeding plea, begging for cum inside, desperate to be filled, want baby voice","resistant, refusing, contraception",Begging to be impregnated. Combos: FETISH_BREEDING_Fantasy; FETISH_STATE_In_Heat.,BREEDING
BREEDING_Insemination_View,"1girl, (internal view:1.3), (womb camera:1.2), internal close-up, cross-section view of insemination, cervix penetration view, internal cumshot visible","external view, normal perspective",Internal/x-ray insemination view. Combos: CAMERA_Penetration_Xray; FETISH_BREEDING_Creampie_Claim.,BREEDING
BREEDING_Lactation,"1girl, (lactating:1.3), (breast milk:1.3), milk dripping from nipples, milk squirting, nursing implied, leaking milk, full breasts lactating","no milk, dry",Lactation. Combos: FETISH_BREEDING_Pregnant_Belly; BREASTS_Huge_Focus; FETISH_LACTATION_*.,BREEDING
BREEDING_Monster_Egg,"1girl, (egg laying:1.3), (monster breeding:1.2), bred by monster, monster impregnation, eggs inside, monster cum filling, fantasy breeding creature","human breeding, no monster",Monster/fantasy breeding. Combos: RACE_Dragon_Girl; THEME_Tentacle; FETISH_TRANSFORMATION_Monster.,BREEDING
BREEDING_Pregnant_Belly,"1girl, (pregnant belly:1.4), (baby bump:1.3), visibly pregnant, swollen belly, gravid, round belly, heavily pregnant, pregnancy showing","flat stomach, not pregnant",Pregnant belly — aftermath of breeding. Combos: FETISH_BREEDING_Afterglow; FETISH_LACTATION_Engorged.,BREEDING
CAMERA_Ass_Focus,"ass focus, (butt focus:1.3), rear view, ass shot, butt close up, from behind view, backside focus, booty shot","front view, face focus",Ass rear focus,CAMERA
CAMERA_Breast_Focus,"1girl, breast focus, (chest focus:1.3), boob shot, cleavage focus, tit close up, chest detail, breasts framed","face focus, full body",Breast focus,CAMERA
CAMERA_Dutch_Angle,"(dutch angle:1.3), (tilted camera:1.2), canted framing, rotated frame, diagonal horizon, slanted perspective, dramatic tilt","straight horizon, level camera, flat angle",Dutch angle. Combos: STYLE_Dark_Fantasy; NTR scenarios; STYLE_Noir_BW.,CAMERA
CAMERA_Face_Close,"face focus, (facial close up:1.3), close up on face, expression focus, head shot, portrait, face detail","full body, distant",Face close up,CAMERA
CAMERA_From_Above,"from above, bird's eye view, overhead view, looking down, top down view, aerial view, downward angle","from below, eye level",From above angle,CAMERA
CAMERA_From_Below,"from below, low angle, upward view, looking up, worm's eye view, shot from ground, beneath view, under view","from above, eye level",From below angle,CAMERA
CAMERA_Full_Body,"full body, head to toe, entire body visible, complete figure, full body shot, whole body in frame","close up, cropped, partial",Full body view,CAMERA
CAMERA_Looking_Back,"(looking back:1.3), (looking back at viewer:1.2), turned head, glancing over shoulder, backward glance, head turned to look behind, rear-facing head turn","facing forward, front view, looking away from viewer",Character looking back at viewer. Works with any rear-facing pose. Combos: POSE_Doggystyle; POSE_Bent_Over; CAMERA_Ass_Focus; POSE_All_Fours_Display.,CAMERA
CAMERA_Over_Shoulder,"(over shoulder POV:1.3), (behind shoulder angle:1.2), camera behind character shoulder, looking over shoulder, perspective from behind and side","front face view, direct front POV",Over-shoulder angle. Combos: ACTION_Penetration_Vaginal from behind; POSE_Doggystyle; NTR scenes.,CAMERA
CAMERA_POV,"POV, (first person view:1.3), from viewer perspective, viewer POV, your POV, seen from viewer, POV angle, looking at viewer","third person, side view, distant",POV first person,CAMERA
CAMERA_Penetration_Xray,"x-ray view, (cross section:1.4), internal view, see-through, penis inside view, cutaway, transparent view, internal penetration visible, anatomical view","external only, normal view",X-ray cross section,CAMERA
CAMERA_Pussy_Focus,"1girl, pussy focus, (genitals focus:1.3), close up pussy, pussy shot, crotch focus, vulva close up, intimate detail, macro genitals","face focus, full body, distant",Pussy close up,CAMERA
CAMERA_Side_Profile,"side view, profile, side angle, from side, lateral view, sideways, profile view, side perspective","front view, from behind",Side profile,CAMERA
CAMERA_Split_Screen_Worship,"split screen, panel divide, (left panel: cheek kiss, affectionate:1.2), (right panel: cock worship, fellatio:1.2), contrast panels, diptych, BREAK split composition, comparison","single frame, no split",Split screen cheek to cock worship,CAMERA
CAMERA_Taker_POV,"(taker pov:1.3), (receiver pov:1.2), from below during sex, looking up at partner, bottom perspective, receiving end viewpoint, submissive camera angle","top perspective, from above, dominant POV",POV from the receiving/bottom perspective — looking up at the person on top. Combos: POSE_Cowgirl; ACTION_Facesitting; CAMERA_From_Below; THEME_Femdom.,CAMERA
CAMERA_Three_Quarter,"(three quarter view:1.3), 3/4 angle, between side and front, diagonal portrait angle, slightly turned, 45 degree face angle","direct front, direct side, full profile",3/4 portrait angle — most flattering for character portraits. Combos: ARCHETYPE_*; CAMERA_Full_Body.,CAMERA
CAMERA_Viewfinder_Rec,"recording, REC icon overlay, viewfinder interface, (camera pov:1.2), battery indicator, filming, phone recording, video interface, recording ui","no overlay, screenshot, no interface, camera head, head replaced by camera, camera for head, camera body, robot camera head",Recording viewfinder overlay,CAMERA
CONTROL_Edging_Ruined,"1girl, (ruined orgasm:1.4), (orgasm interrupted:1.3), stopped at peak, denied at climax, frustrated denial, almost cumming then stopped, ruined climax","full orgasm, satisfied, cumming",Ruined orgasm. Combos: FETISH_CONTROL_Orgasm_Control; ACTION_Orgasm_Denial legacy; EXPRESSION_Angry.,CONTROL
CONTROL_Forced_Orgasm,"1girl, (forced orgasm:1.4), (overstimulation:1.3), vibrator held on clit, unwanted climax, cumming against will, (trembling:1.2), uncontrolled orgasm, overstimulated","consensual, relaxed, voluntary",Forced orgasm. Combos: ACCESSORY_Vibrator_External; FETISH_BDSM_Hogtied; FETISH_STATE_Post_Orgasm_Agony.,CONTROL
CONTROL_Hypno_Trigger,"1girl, (hypnotic trigger word:1.3), responding to command, snapping to attention, instant obedience, triggered response, keyword activation, conditioned response","free will, independent, resistant",Post-hypno trigger/command response. Combos: FETISH_CONTROL_Mind_Control; FETISH_STATE_Hypnotized; FETISH_DOMINATION_Femdom.,CONTROL
CONTROL_Hypnosis_Device,"hypnosis device, mind control device, brainwashing machine, helmet, headset, visor, technological control, control collar, remote control","no device, natural, uncontrolled",Tech-based mind control device. Combos: FETISH_CONTROL_Mind_Control; SCENE_Spaceship; ARCHETYPE_Android.,CONTROL
CONTROL_Hypnosis_Spiral,"(hypnosis:1.4), (spiral eyes:1.4), (hypnotic spiral:1.3), swirl eyes, trance, mesmerized, hypnotic pattern, under spell, glazed eyes, empty stare","normal eyes, alert, focused, aware",Hypnosis with spiral eyes. Combos: FETISH_STATE_Hypnotized; FETISH_CONTROL_Mind_Control.,CONTROL
CONTROL_Mind_Control,"(mind control:1.4), (hypnotized:1.3), brainwashed, controlled, obedient, puppet, enslaved mind, mental domination, mind broken, blank stare, no free will","free will, independent, resistant, alert, aware",Mind control core. Combos: FETISH_CONTROL_Hypnosis_Spiral; FETISH_STATE_Hypnotized; FETISH_STATE_Mind_Break.,CONTROL
CONTROL_Non_Con,"(non-consensual:1.4), (dubious consent:1.3), forced, resistance, against will, non-con scenario, dub-con, reluctant, coerced","fully consensual, willing, enthusiastic",Non-con / dubcon. Combos: EXPRESSION_Fear; STATE_Crying_Tears; FETISH_BDSM_Pain.,CONTROL
CONTROL_Orgasm_Control,"(orgasm control:1.4), (edging:1.3), denial and permission, orgasm training, orgasm on command, controlled climax, owner controls orgasm","free climax, casual, uncontrolled",Orgasm control theme. Combos: FETISH_DOMINATION_Femdom; ACCESSORY_Chastity_Belt; FETISH_CONTROL_Forced_Orgasm.,CONTROL
CONTROL_Orgasm_Denial,"1girl, (orgasm denial:1.4), (edging:1.3), denied climax, forced to hold, denial expression, frustrated arousal, on edge, not allowed to cum","cumming, orgasming, relief",Orgasm denial/edging action. Combos: FETISH_CONTROL_Orgasm_Control; ACCESSORY_Chastity_Belt; EXPRESSION_Angry.,CONTROL
CONTROL_Puppet_Strings,"1girl, (puppet strings:1.3), magical strings controlling movement, puppet master, invisible strings, marionette control, body controlled by strings","free will, no strings, natural movement",Puppet/marionette control visual. Combos: FETISH_CONTROL_Mind_Control; FETISH_CORRUPTION_By_Magic.,CONTROL
CONTROL_Remote_Vibe,"1girl, (remote controlled vibrator:1.3), (public vibrator:1.2), vibrator activated in public, remote stimulation, vibrating in public, shaking from toy in public","alone, no toy, no remote",Remote vibrator in public setting. Combos: ACCESSORY_Vibrator_Wearable; FETISH_EXHIBITIONISM_Public; EXPRESSION_Surprised.,CONTROL
CONTROL_Somnophilia,"(somnophilia:1.3), (sleeping sex:1.2), sex while sleeping, sleeping partner, unconscious during sex, sleeping girl","awake, alert, conscious, active",Somnophilia. Combos: SCENE_Bedroom; FETISH_STATE_Unconscious; EXPRESSION_Vacant.,CONTROL
CONTROL_Training,"1girl, (sex training:1.3), (conditioning:1.2), obedience training, behavioral training, trained slave, learning to obey, submission conditioning, trained response","free, untrained, resisting",Slave/sub training scenario. Combos: FETISH_BDSM_Submission; FETISH_DOMINATION_Femdom or Maledom; FETISH_STATE_Broken.,CONTROL
CONTROL_Verbal_Command,"1girl, (following orders:1.3), (commanded:1.2), obeying instruction, responding to command, yes master, verbal obedience, slave responding to words","ignoring, free will, autonomous",Verbal command obedience. Combos: FETISH_BDSM_Submission; FETISH_CONTROL_Training; FETISH_DOMINATION_Femdom.,CONTROL
CONTROL_Vibrator_Play,"1girl, (vibrator play:1.3), (using vibrator:1.2), vibrator against body, toy stimulation, vibrator scene, using sex toy, toy on genitals","no toy, manual, partner only",General vibrator play. Combos: ACCESSORY_Vibrator_External; ACCESSORY_Vibrator_Wearable; FETISH_STATE_Pleasure_Peak.,CONTROL
CORRUPTION_Broken_Pet,"1girl, (fully broken:1.4), (total submission:1.3), mentally conquered, personality erased, will broken, no longer resisting, complete slave, empty devoted eyes","resistant, free will, independent",Fully broken/corrupted sub. End state. Combos: FETISH_STATE_Mind_Break; FETISH_PETPLAY_Full_Pet; FETISH_BDSM_Submission.,CORRUPTION
CORRUPTION_By_Magic,"(magical corruption:1.4), (corruption by spell:1.3), magical transformation, spell-induced change, enchanted corruption, arcane corruption, magic-forced degradation","natural change, physical only, sober",Magic corruption. Combos: ARCHETYPE_Witch; FETISH_CORRUPTION_Physical.,CORRUPTION
CORRUPTION_Forced_Femme,"1boy, (feminization:1.4), (forced crossdressing:1.3), male forced into feminine clothes, humiliated crossdressing, forced to wear female clothes, feminized male","voluntary, female, natural",Forced feminization. Combos: BASE_Genderswap_MtF; FETISH_HUMILIATION_Feminization; FEMBOY_CLOTHES_*.,CORRUPTION
CORRUPTION_Moral,"moral corruption, (corruption:1.4), loss of innocence, fallen, degraded, corrupted soul, twisted, perverted, moral decay, fall from grace","pure, innocent, virtuous, moral",Moral corruption. Combos: FETISH_CORRUPTION_Physical or By_Magic; FETISH_HUMILIATION_Degradation.,CORRUPTION
CORRUPTION_Nymphomaniac,"1girl, (nymphomania:1.3), (uncontrollable lust:1.3), sex addict, insatiable desire, cannot stop wanting sex, driven by lust, lust-crazed","normal libido, satisfied, controlled",Nymphomaniac state — uncontrollable lust. Combos: FETISH_STATE_Drugged_Aphrodisiac; FETISH_CORRUPTION_Moral.,CORRUPTION
CORRUPTION_Physical,"physical corruption, body modification, transformed body, tentacle marks, demonic marks, monster influence, physical changes, mutated, altered","normal body, unchanged, human, cracked skin, porcelain cracks, cracked face, cracked body",Physical corruption — body changed. Combos: FETISH_TRANSFORMATION_*; FETISH_CORRUPTION_By_Magic.,CORRUPTION
CORRUPTION_Progressive,"1girl, (stages of corruption:1.3), (before and after implied:1.2), mid-corruption, half corrupted, halfway fallen, partially degraded, corruption in progress","fully pure, fully corrupted, static",Mid-corruption transition state. Combos: FETISH_CORRUPTION_Moral + Physical stacked; EXPRESSION_Vacant.,CORRUPTION
CORRUPTION_Sex_Addict,"1girl, (sex crazed:1.3), (addicted to cock:1.2), cock hungry expression, desperate for sex, begging, needy, craving, slutty behavior, lost in lust","pure, innocent, controlled, satisfied",Sex addiction state. Combos: FETISH_HUMILIATION_Degradation; FETISH_STATE_Drugged_Aphrodisiac.,CORRUPTION
CORRUPTION_Slut_Training,"1girl, (slut training:1.3), (trained:1.2), repeated use, institutional slutting, training marks, written on body, trained expression, conditioned","pure, untrained, innocent",Slut training theme. Combos: FETISH_CONTROL_Training; FETISH_HUMILIATION_*; ACTION_Body_Writing.,CORRUPTION
CORRUPTION_Tattoo_Brand,"1girl, (degrading tattoo:1.3), (brand mark:1.3), ownership tattoo, slave brand, property tattoo, marked as owned, tattoo on breast or thigh","no tattoo, no mark, clean skin",Ownership branding/tattoo. Combos: FETISH_HUMILIATION_Degradation; FETISH_BDSM_Submission; ACTION_Body_Writing.,CORRUPTION
DOMINATION_Body_Writing,"(body writing:1.3), (text written on skin:1.2), kanji on body, words on skin, marker on body, written marking on flesh, degrading text on body","no text on skin, clean body",Text on body — ownership/degradation. Combos: FETISH_HUMILIATION_Degradation; FETISH_DOMINATION_Maledom.,DOMINATION
DOMINATION_Facesitting,"1girl, facesitting, ass on face, smothering, sitting on face, pussy on face, suffocating, ass worship, face buried in ass","standing, not sitting, no contact",Facesitting. Femdom classic. Combos: FETISH_DOMINATION_Femdom; FETISH_BODY_WORSHIP_Ass; CAMERA_From_Below.,DOMINATION
DOMINATION_Femdom,"(femdom:1.4), female domination, (dominant female:1.3), woman on top, female superiority, femdom dynamic, submissive male, male submission, dominant woman","male dom, maledom, male dominance, submissive female",Female domination theme. Combos: EXPRESSION_Smug; FETISH_DOMINATION_Facesitting; ARCHETYPE_Dominatrix.,DOMINATION
DOMINATION_Femdom_Throne,"1girl, (seated dominatrix:1.3), (on throne:1.2), queen pose, dominant seated, sitting with submissive at feet, mistress on chair, commanding seated position","kneeling, submissive, equal",Femdom throne/seated authority. Combos: FETISH_DOMINATION_Femdom; ARCHETYPE_Demon_Queen; SCENE_Fantasy_Dungeon.,DOMINATION
DOMINATION_Footstep_Sub,"1girl, (sub at feet:1.3), (male kneeling at feet:1.2), submissive at mistress feet, foot worship position, slave bowing to feet, prostrated before feet","equal, standing, dominant male",Submissive at feet. Combos: FETISH_BODY_WORSHIP_Feet; FETISH_DOMINATION_Femdom; FETISH_FEET_Worship.,DOMINATION
DOMINATION_Maledom,"(maledom:1.4), (male domination:1.3), dominant male, man on top, male superiority, male control, dominating male partner","femdom, female dominance, equal",Male domination. Combos: POSE_Full_Nelson; FETISH_BDSM_Submission; FETISH_CONTROL_Non_Con.,DOMINATION
DOMINATION_Maledom_Grip,"1girl, (forceful grip:1.3), (hand grabbing:1.2), grabbed by hair, hand around throat, grip on wrist, dominant hand control, hair pulling, throat grab","gentle touch, no grip, equal",Dominant physical control — grip. Combos: FETISH_DOMINATION_Maledom; FETISH_PUNISHMENT_Hair_Pull.,DOMINATION
DOMINATION_Pegging,"(pegging:1.3), (strap-on anal:1.2), female pegging male, reverse anal penetration, woman using strap-on on man, femdom anal","male on female anal, futa",Pegging. Combos: ACCESSORY_Strap_On; FETISH_DOMINATION_Femdom; ARCHETYPE_Dominatrix.,DOMINATION
DOMINATION_Petplay_Lead,"1girl, (leading pet on leash:1.3), owner walking pet girl, dominant handler, pulling leash, command and obey dynamic, owner and pet roleplay","equal, no leash, no collar",Owner leading pet. Combos: FETISH_PETPLAY_On_All_Fours; ACCESSORY_Collar_Chain + Butt_Plug.,DOMINATION
DOMINATION_Service,"1girl, (sexual service:1.3), (obedient service:1.2), servile, pleasing dominant, service orientation, fulfilling desires, slave serving, attendant role","dominant, resistant, equal",Service submission. Combos: FETISH_BDSM_Submission; FETISH_DOMINATION_Femdom reversed; ARCHETYPE_Maid.,DOMINATION
DOMINATION_Size_Control,"(size difference domination:1.3), larger dominant over smaller, small girl overpowered, size gap power dynamic, dominated by bigger, overwhelming size","equal size, same height",Size-based domination. Combos: FETISH_DOMINATION_Maledom; BODY_Petite_Small + BODY_Male_Muscular.,DOMINATION
DOMINATION_Somnophilia,"(somnophilia:1.3), (sleeping sex:1.2), sex while sleeping, sleeping partner, unconscious during sex, sleeping girl","awake, alert, conscious, active",Somnophilia. Combos: SCENE_Bedroom; FETISH_STATE_Unconscious; EXPRESSION_Vacant.,DOMINATION
DOMINATION_Spanking_Otk,"1girl, (over the knee spanking:1.4), (OTK spanking:1.3), across the lap, spanking position, bottom up, discipline position, red ass spanked","standing, no physical contact",Over-the-knee spanking. Combos: FETISH_PUNISHMENT_Pain_Play; FETISH_DOMINATION_Maledom; EXPRESSION_Crying_Smiling.,DOMINATION
DOMINATION_Voyeurism,"(voyeurism:1.3), (watching secretly:1.2), peeping, spying on sex, secret observer, hidden watcher, watching through gap","participant, openly watching, direct",Voyeurism. Combos: SCENE_Changing_Room; NTR_Behind_Door; FETISH_EXHIBITIONISM_Unaware.,DOMINATION
