name,prompt,negative_prompt,description,category
ARCHETYPE_Gyaru,"1girl, gyaru, (kogal:1.2), tan skin, blonde hair, heavy makeup, long nails, gyaru fashion, flashy outfit, big eyes, extravagant style, gal makeup","conservative, plain, pale, modest, natural",Gyaru archetype,ARCHETYPE
ARCHETYPE_Idol,"1girl, idol, (idol costume:1.2), pop idol outfit, kawaii, colorful performer outfit, microphone, sparkle, star motifs, cute performer, idol stage","plain, dark, casual, non-performer",Idol archetype,ARCHETYPE
ARCHETYPE_Kunoichi,"1girl, kunoichi, female ninja, (ninja outfit:1.2), mask over lower face, black ninja garb, kunai, shinobi, arm guards, ninja accessories, swift pose","western, no mask, modern clothing, armor",Kunoichi female ninja,ARCHETYPE
ARCHETYPE_Lolita_Gothic,"1girl, (gothic lolita:1.3), lolita fashion, black frilled dress, petticoat, lace, dark lolita, gothic bow, puffy sleeves, EGL style","casual, sporty, revealing",Gothic lolita. Combos: STYLE_Dark_Gothic; HAIR_Twin_Tails; LIGHTING_Dim_Dark.,ARCHETYPE
ARCHETYPE_Maid,"1girl, maid, (maid outfit:1.3), maid headdress, white apron, black dress, frilly maid, maid uniform, domestic servant attire","non-uniform, casual, plain, military",Maid archetype,ARCHETYPE
ARCHETYPE_Nun,"1girl, nun, (nun habit:1.3), cross necklace, religious outfit, black and white habit, veil, devout expression","revealing, casual, colorful, modern, cross on back, cross on spine, crucifix on back, back cross",Nun archetype,ARCHETYPE
ARCHETYPE_Nurse,"1girl, nurse, (nurse outfit:1.2), white uniform, nurse cap, stethoscope, medical attire, hospital setting, nurse hat, white dress","doctor, casual, non-medical uniform",Nurse archetype,ARCHETYPE
ARCHETYPE_Office_Lady,"1girl, office lady, (OL:1.2), business suit, pencil skirt, blazer, professional look, office wear, formal attire, secretary, corporate style","casual, informal, student uniform",Office lady archetype,ARCHETYPE
ARCHETYPE_Onee_San,"1girl, (mature woman:1.3), (onee-san:1.2), older woman, mature female, elegant mature, adult woman, mature beauty, sophisticated, experienced woman","young, loli, immature",Onee-san / MILF archetype. Combos: THEME_Age_Gap; SCENE_Office; CLOTHES_Stockings_Garter.,ARCHETYPE
ARCHETYPE_Pirate,"1girl, (pirate:1.3), (pirate outfit:1.2), tricorn hat, eyepatch, pirate coat, sword, cutlass, pirate flag, corsair outfit","modern, formal, fantasy wizard",Pirate. Combos: SCENE_Beach; RACE_Elf_Female for fantasy; LIGHTING_Golden_Hour_Sunset.,ARCHETYPE
ARCHETYPE_Priestess,"1girl, (priestess:1.3), holy robes, prayer staff, religious fantasy outfit, cleric garb, healing mage, temple outfit, divine clothes, fantasy priest","modern, casual, non-religious",Fantasy priestess / cleric. Different from ARCHETYPE_Nun. Combos: STYLE_Dark_Fantasy; RACE_Angel_Girl.,ARCHETYPE
ARCHETYPE_Princess,"1girl, (princess:1.3), (royal princess:1.2), tiara, crown, elegant dress, regal, noble, princess gown, royal jewels, delicate features, pampered, entitled","commoner, peasant, plain, armor, warrior",Princess archetype. Combos: THEME_Corruption_Moral; THEME_Non_Con; CLOTHES_Wedding_Dress; STYLE_Dark_Fantasy. 'Slutty princess' = combine with CLOTHES_Micro_Bikini or CLOTHES_Lingerie.,ARCHETYPE
ARCHETYPE_Prostitute,"1girl, (prostitute:1.2), streetwalker, escort, sex worker, revealing outfit, waiting on street corner, heavy makeup, provocative pose, red light district","conservative, modest, nun",Prostitute archetype. Combos: SCENE_Alley_Street; THEME_Prostitution; LIGHTING_Neon_Colorful; CLOTHES_Micro_Bikini.,ARCHETYPE
ARCHETYPE_Queen,"1girl, (queen:1.3), (royal queen:1.2), crown, royal robes, throne, regal bearing, imperious, ruling monarch, jeweled crown, scepter, royal authority","commoner, servant, casual, no crown",Queen archetype — regal monarch. Different from ARCHETYPE_Demon_Queen (fantasy). Combos: THEME_Femdom; EXPRESSION_Contemptuous; STATE_Confident_Dominant. 'Slutty queen' = combine with CLOTHES_Lingerie.,ARCHETYPE
ARCHETYPE_Schoolgirl,"1girl, (schoolgirl:1.3), (school uniform:1.2), sailor uniform, blazer uniform, student, school outfit, japanese school uniform, student uniform","adult professional, casual, non-uniform",Schoolgirl. Ensure adult character in prompt. Combos: SCENE_School_Classroom; THEME_Student_Teacher.,ARCHETYPE
ARCHETYPE_Shrine_Maiden,"1girl, shrine maiden, (miko:1.3), hakama, white and red miko outfit, traditional japanese, hagoromo, shrine setting, miko headband","western, modern, casual, colorful",Shrine maiden miko,ARCHETYPE
ARCHETYPE_Stewardess,"1girl, (stewardess:1.3), (flight attendant:1.2), airline uniform, pencil skirt, pillbox hat, scarf necktie, cabin crew uniform, service smile, elegant posture","casual, no uniform, pilot, mechanic",Flight attendant / stewardess. Combos: SCENE_Spaceship (sci-fi variant); THEME_Office_Romance; CLOTHES_Stockings_Garter.,ARCHETYPE
ARCHETYPE_Stripper,"1girl, (stripper:1.3), exotic dancer, pole dancer, strip club performer, revealing costume, stage performer, dollar bills, club dancer","conservative, modest, casual",Stripper archetype. Combos: SCENE_Strip_Club; ACTION_Pole_Dance; ACTION_Striptease; LIGHTING_Neon_Colorful.,ARCHETYPE
ARCHETYPE_Succubus,"1girl, succubus, (demon girl:1.3), (wings:1.2), horns, devil tail, seductive, dark fantasy, demonic beauty, lingerie, lustful expression, bat wings","angel, pure, non-demonic, no wings",Succubus archetype,ARCHETYPE
ARCHETYPE_Teacher,"1girl, (teacher:1.3), teacher outfit, glasses, pointer stick, classroom teacher, sensei, professor, teaching, blackboard, strict teacher","student, casual, non-academic",Teacher archetype. Combos: SCENE_School_Classroom; THEME_Student_Teacher; EXPRESSION_Smug.,ARCHETYPE
ARCHETYPE_Waitress,"1girl, (waitress:1.3), (server uniform:1.2), apron, serving tray, restaurant uniform, cafe worker, maid-cafe waitress, name tag, notepad","casual, no uniform, customer, sitting",Waitress / server. Combos: SCENE_Kitchen; CLOTHES_Apron_Naked; ARCHETYPE_Maid (overlap for maid-cafe style).,ARCHETYPE
ARCHETYPE_Witch,"1girl, witch, (witch hat:1.3), magical girl, spellcaster, witch robe, broomstick, magical aura, dark magic, mystical, arcane","non-magical, modern, no hat",Witch archetype,ARCHETYPE
BODY_Ass_Huge,"1girl, (huge ass:1.4), (enormous butt:1.3), ass bigger than head, massive rear, oversized buttocks, extreme bubble butt, impossibly large ass","flat ass, small butt, normal proportions, petite",Exaggerated huge ass. Combos: BODY_Thicc_Voluptuous; CAMERA_Ass_Focus; ACTION_Ass_Worship; THEME_QoS_Lifestyle.,BODY
BODY_BBW_Plus_Size,"1girl, bbw, plus size, chubby, fat belly, thick body, soft belly, plump body, heavy body, chunky, big belly, love handles, thick arms, massive thighs","skinny, thin, slender, fit, toned, muscular, petite, penis",BBW and plus size body type,BODY
BODY_Hourglass_Perfect,"1girl, hourglass figure, perfect proportions, slim waist, wide hips, large breasts, balanced figure, stunning figure","flat, boxy, straight body, shapeless, (bad proportions:1.3), penis",Perfect hourglass proportions,BODY
BODY_Male_Average,"1boy, (average male body:1.2), normal male build, regular physique, everyday male, typical male body, not muscular, not fat, average male","female, extremely muscular, obese",Average male body. Universal for male characters. Combos: any GROUP; THEME_NTR_Cheating; SCENE setups.,BODY
BODY_Male_BBC,"1boy, (dark skinned male:1.4), (black male:1.3), (huge penis:1.4), (BBC:1.3), dark skin, muscular, large penis, veiny cock, massive dark cock, ebony skin","white skin, pale, small penis, female, average size",Black male with BBC — dedicated body style. Replaces manual THEME_Interracial_BBC + BODY_Male_Muscular stacking. Combos: THEME_QoS_Lifestyle; THEME_Interracial_BBC.,BODY
BODY_Male_Muscular,"1boy, (muscular male:1.3), (athletic male body:1.2), defined muscles, abs, broad shoulders, strong male body, fit male physique, six pack","female, fat, scrawny, skinny male",Muscular male body. Combos: RACE_Orc_Male; THEME_Maledom; GROUP_MMF; THEME_Interracial_BBC.,BODY
BODY_Muscular_Fit,"1girl, muscular female, athletic body, toned, abs, defined muscles, strong body, fit physique, amazon, six pack, firm body, biceps","soft, flabby, skinny, obese, penis",Muscular and athletic female,BODY
BODY_Petite_Small,"1girl, petite body, small frame, short, small breasts, thin waist, delicate, tiny body, small stature, cute body","tall, large, big, bulky, muscular, penis, underage",Adult petite body type,BODY
BODY_Pregnant_Gravid,"1girl, pregnant, pregnant belly, gravid, (large belly:1.3), round belly, baby bump, swollen belly, maternal, expecting","flat stomach, slim belly, penis",Pregnant body state,BODY
BODY_Shortstack,"1girl, (shortstack:1.3), short stature, large breasts small frame, wide hips short height, petite but curvy, small but busty, compact curvy body","tall, average height, flat",Shortstack. Combos: RACE_Goblin_Female; BODY_Thicc_Voluptuous; THEME_Size_Difference.,BODY
BODY_Tall_Amazon,"1girl, (tall female:1.3), (amazon body:1.2), towering height, very tall woman, long legs, dominant height, height advantage","short, petite, average height",Tall amazon body. Combos: THEME_Size_Difference; THEME_Femdom; BODY_Muscular_Fit.,BODY
BODY_Tanned,"1girl, (tanned skin:1.3), (tan lines:1.2), sun-kissed skin, bronzed skin, dark tan, bikini tan lines, brown skin from sun, golden brown skin","pale, white skin, albino, no tan",Tanned skin with optional tan lines. Combos: SCENE_Beach; CLOTHES_Micro_Bikini; ARCHETYPE_Gyaru. Note: for dark-skinned races use RACE styles instead.,BODY
BODY_Thicc_Voluptuous,"1girl, voluptuous, thick thighs, wide hips, huge breasts, (curvy body:1.3), plump, soft body, hourglass figure, heavy breasts, meaty thighs, oppai, (smooth skin:1.1)","skinny, thin, slender, petite, flat chest, narrow hips, bony, penis, underage",Thick; curvy; voluptuous body type,BODY
BREASTS_Flat_Chest,"1girl, (flat chest:1.4), (no breasts:1.3), flat breasts, no chest, board flat, smooth chest, adult flat chest","large breasts, huge breasts, medium",Flat chest adult. Ensure adult character in prompt. Combos: BODY_Petite_Small; THEME_Size_Difference.,BREASTS
BREASTS_Huge_Focus,"1girl, (huge breasts:1.5), (gigantic breasts:1.4), (massive tits:1.4), oppai, breast focus, enormous breasts, sagging breasts, heavy breasts, bouncing breasts","flat chest, small breasts, medium breasts, male, penis",Extremely large breasts,BREASTS
BREASTS_Lactating,"1girl, lactating, breast milk, milk, leaking breasts, milk drops, dripping milk, engorged breasts, swollen nipples, lactation, milk squirt","dry, no milk, male, penis",Lactating breasts,BREASTS
BREASTS_Medium,"1girl, (medium breasts:1.2), average chest, normal breast size, moderate breasts, natural size breasts, proportional chest","huge, gigantic, flat, extremely large",Medium / average breasts. Universal natural size.,BREASTS
BREASTS_Natural_Sagging,"1girl, (sagging breasts:1.3), (natural droop:1.2), hanging breasts, drooping naturally, gravity-affected, natural sag, realistic heavy breasts","perky, uplifted, implants, perfect round",Natural sagging breasts. Combos: BODY_BBW_Plus_Size; BODY_Pregnant_Gravid; ARCHETYPE_Onee_San.,BREASTS
BREASTS_Nipples_Detailed,"1girl, detailed nipples, (erect nipples:1.3), hard nipples, puffy nipples, large areola, prominent nipples, perky nipples, nipple focus","flat, inverted, hidden, covered, male",Detailed nipple focus,BREASTS
BREASTS_Nipples_Inverted,"1girl, (inverted nipples:1.4), (retracted nipples:1.3), concave nipples, sunken nipples, indented nipples","erect nipples, protruding, normal nipples",Inverted nipples. Combos: BREASTS_Nipples_Detailed for detail focus.,BREASTS
BREASTS_Nipples_Pierced,"1girl, pierced nipples, nipple rings, (nipple piercing:1.2), silver nipple ring, metal piercing, decorated nipples, body jewelry","no piercings, covered, male, penis",Pierced nipples,BREASTS
BREASTS_Squeeze_Grope,"1girl, (breast groping:1.3), (squeezing breasts:1.2), hands on breasts, kneading breasts, fondling, breast massage, groped chest","no touching, untouched, solo no hands",Breast groping / squeeze. Combos: BREASTS_Huge_Focus; POSE_Missionary; GROUP setups.,BREASTS
CAMERA_Ass_Focus,"ass focus, (butt focus:1.3), rear view, ass shot, butt close up, from behind view, backside focus, booty shot","front view, face focus",Ass rear focus,CAMERA
CAMERA_Breast_Focus,"1girl, breast focus, (chest focus:1.3), boob shot, cleavage focus, tit close up, chest detail, breasts framed","face focus, full body",Breast focus,CAMERA
CAMERA_Dutch_Angle,"(dutch angle:1.3), (tilted camera:1.2), canted framing, rotated frame, diagonal horizon, slanted perspective, dramatic tilt","straight horizon, level camera, flat angle",Dutch angle. Combos: STYLE_Dark_Fantasy; NTR scenarios; STYLE_Noir_BW.,CAMERA
CAMERA_Face_Close,"face focus, (facial close up:1.3), close up on face, expression focus, head shot, portrait, face detail","full body, distant",Face close up,CAMERA
CAMERA_From_Above,"from above, bird's eye view, overhead view, looking down, top down view, aerial view, downward angle","from below, eye level",From above angle,CAMERA
CAMERA_From_Below,"from below, low angle, upward view, looking up, worm's eye view, shot from ground, beneath view, under view","from above, eye level",From below angle,CAMERA
CAMERA_Full_Body,"full body, head to toe, entire body visible, complete figure, full body shot, whole body in frame","close up, cropped, partial",Full body view,CAMERA
CAMERA_Looking_Back,"(looking back:1.3), (looking back at viewer:1.2), turned head, glancing over shoulder, backward glance, head turned to look behind, rear-facing head turn","facing forward, front view, looking away from viewer",Character looking back at viewer. Works with any rear-facing pose. Combos: POSE_Doggystyle; POSE_Bent_Over; CAMERA_Ass_Focus; POSE_All_Fours_Display.,CAMERA
CAMERA_Over_Shoulder,"(over shoulder POV:1.3), (behind shoulder angle:1.2), camera behind character shoulder, looking over shoulder, perspective from behind and side","front face view, direct front POV",Over-shoulder angle. Combos: ACTION_Penetration_Vaginal from behind; POSE_Doggystyle; NTR scenes.,CAMERA
CAMERA_POV,"POV, (first person view:1.3), from viewer perspective, viewer POV, your POV, seen from viewer, POV angle, looking at viewer","third person, side view, distant",POV first person,CAMERA
CAMERA_Penetration_Xray,"x-ray view, (cross section:1.4), internal view, see-through, penis inside view, cutaway, transparent view, internal penetration visible, anatomical view","external only, normal view",X-ray cross section,CAMERA
CAMERA_Pussy_Focus,"1girl, pussy focus, (genitals focus:1.3), close up pussy, pussy shot, crotch focus, vulva close up, intimate detail, macro genitals","face focus, full body, distant",Pussy close up,CAMERA
CAMERA_Side_Profile,"side view, profile, side angle, from side, lateral view, sideways, profile view, side perspective","front view, from behind",Side profile,CAMERA
CAMERA_Split_Screen_Worship,"split screen, panel divide, (left panel: cheek kiss, affectionate:1.2), (right panel: cock worship, fellatio:1.2), contrast panels, diptych, BREAK split composition, comparison","single frame, no split",Split screen cheek to cock worship,CAMERA
CAMERA_Taker_POV,"(taker pov:1.3), (receiver pov:1.2), from below during sex, looking up at partner, bottom perspective, receiving end viewpoint, submissive camera angle","top perspective, from above, dominant POV",POV from the receiving/bottom perspective — looking up at the person on top. Combos: POSE_Cowgirl; ACTION_Facesitting; CAMERA_From_Below; THEME_Femdom.,CAMERA
CAMERA_Three_Quarter,"(three quarter view:1.3), 3/4 angle, between side and front, diagonal portrait angle, slightly turned, 45 degree face angle","direct front, direct side, full profile",3/4 portrait angle — most flattering for character portraits. Combos: ARCHETYPE_*; CAMERA_Full_Body.,CAMERA
CAMERA_Viewfinder_Rec,"recording, REC icon overlay, viewfinder interface, (camera pov:1.2), battery indicator, filming, phone recording, video interface, recording ui","no overlay, screenshot, no interface, camera head, head replaced by camera, camera for head, camera body, robot camera head",Recording viewfinder overlay,CAMERA
CLOTHES_Apron_Naked,"1girl, (naked apron:1.4), (apron only:1.3), nude under apron, wearing only apron, bare back, apron covering front only, kitchen apron on bare body","fully clothed, dressed, shirt under",Naked apron. Top JP fetish. Combos: SCENE_Kitchen; ARCHETYPE_Maid; HAIR_Bun.,CLOTHES
CLOTHES_Arabian,"1girl, (arabian clothes:1.3), (middle eastern outfit:1.2), harem pants, silk robes, gold jewelry, belly chain, exotic fabric, ornate patterns, desert fashion","western, japanese, modern casual",Arabian / Middle Eastern outfit. Combos: ACCESSORY_Veil_Sheer; ARCHETYPE_Belly_Dancer; SCENE_Bedroom for harem fantasy.,CLOTHES
CLOTHES_BDSM_Dominatrix,"1girl, leather outfit, latex bodysuit, dominatrix, (harness:1.2), collar, high heels, holding whip, strict look, BDSM fashion, mistress outfit, corset","casual, submissive, no accessories",Dominatrix BDSM outfit,CLOTHES
CLOTHES_Bare_Feet,"1girl, (bare feet:1.3), no shoes, naked feet, feet visible, soles visible, toes visible, barefoot, unshod","boots, heels, shoes, socks",Bare feet / barefoot. Combos: ACTION_Footjob; SCENE_Hot_Spring; SCENE_Beach; SCENE_Bedroom.,CLOTHES
CLOTHES_Bodysuit_Tight,"1girl, (tight bodysuit:1.3), (zentai:1.2), full body suit, spandex bodysuit, catsuit, skin-tight one-piece, skintight suit, form-fitting bodysuit","loose, baggy, formal, nude",Tight bodysuit / catsuit. Combos: ARCHETYPE_Kunoichi; RACE_Android_Synthetic; CLOTHES_Torn_Ripped.,CLOTHES
CLOTHES_Boots_Knee,"1girl, (knee-high boots:1.3), knee boots, tall boots, leather knee boots, over-knee boots, knee length boots","barefoot, sandals, sneakers",Knee-high boots. Combos: CLOTHES_Stockings_Garter; ARCHETYPE_Dominatrix; ARCHETYPE_Kunoichi.,CLOTHES
CLOTHES_Boots_Thigh,"1girl, (thigh-high boots:1.3), thigh boots, over-knee boots, tall thigh boots, long boots up to thigh, heeled thigh boots","barefoot, short boots, sandals",Thigh-high boots. Combos: CLOTHES_BDSM_Dominatrix; ARCHETYPE_Succubus; ARCHETYPE_Demon_Queen.,CLOTHES
CLOTHES_Collar_Leash,"collar, leash, (collar and leash:1.3), dog collar, slave collar, pet collar, leashed, chained collar, neck collar","no collar, free neck",Collar with leash,CLOTHES
CLOTHES_Completely_Nude,"completely nude, naked, (no clothes:1.3), fully naked, bare body, no clothing, stripped, nude body, undressed, total nudity","clothed, covered, dressed",Fully nude,CLOTHES
CLOTHES_Corset,"1girl, (corset:1.3), waist cincher, boned corset, laced corset, tight corset, victorian corset, busked corset","no corset, casual, nude",Corset. Combos: STYLE_Dark_Gothic; ARCHETYPE_Dominatrix; ARCHETYPE_Witch; CLOTHES_Stockings_Garter.,CLOTHES
CLOTHES_Crotchless,"1girl, (crotchless panties:1.3), (crotchless outfit:1.2), open crotch, exposed genitals through clothing, hole at crotch, crotch cutout, accessible opening","full coverage, closed crotch, nude, normal panties",Crotchless clothing — everything covered except genitals. Combos: CLOTHES_Bodysuit_Tight; CLOTHES_Pantyhose; CLOTHES_Lingerie; THEME_Teasing.,CLOTHES
CLOTHES_Denim_Shorts,"1girl, (denim shorts:1.3), (jean shorts:1.2), cutoff shorts, daisy dukes, short jeans, frayed denim, tight jean shorts, hot pants denim","long jeans, skirt, formal, no pants",Denim / jean shorts. Combos: ARCHETYPE_Cowgirl_Western; BODY_Thicc_Voluptuous; THEME_Casual_Everyday. Shorter variant: CLOTHES_Micro_Shorts.,CLOTHES
CLOTHES_Egyptian,"1girl, (egyptian outfit:1.3), (ancient egyptian clothes:1.2), pharaoh headdress, gold collar necklace, white linen wrap, ankh jewelry, kohl eyeliner, egyptian style","modern, japanese, western medieval",Ancient Egyptian outfit. Combos: ACCESSORY_Collar_Chain (gold collar); LIGHTING_Golden_Hour_Sunset; STYLE_Dark_Fantasy.,CLOTHES
CLOTHES_Elbow_Gloves,"1girl, (elbow gloves:1.3), (long gloves:1.2), opera gloves, satin gloves, latex elbow gloves, formal long gloves, arm-length gloves","no gloves, short gloves, bare hands",Elbow-length / opera gloves. Combos: CLOTHES_Lingerie; ARCHETYPE_Dominatrix; ARCHETYPE_Bunny_Girl; CLOTHES_Wedding_Dress.,CLOTHES
CLOTHES_Fishnet,"1girl, fishnet, (fishnet stockings:1.2), fishnet bodysuit, mesh clothing, net clothing, fishnet pantyhose, see-through net, body mesh","solid clothing, opaque",Fishnet,CLOTHES
CLOTHES_Fitness_Wear,"1girl, fitness wear, gym clothes, (sports bra:1.2), yoga pants, leggings, tight spandex, athletic wear, workout clothes, compression wear","casual, formal, nude, baggy",Fitness gym wear,CLOTHES
CLOTHES_Gothic_Outfit,"1girl, (gothic outfit:1.3), goth fashion, dark clothes, black dress gothic, lace gothic, dark aesthetic fashion, goth style, black corset, goth clothing, eyeliner, dark lipstick","colorful, bright, casual, light",Gothic fashion outfit. Combos: STYLE_Dark_Gothic; ARCHETYPE_Witch; ARCHETYPE_Demon_Queen; HAIR_Black.,CLOTHES
CLOTHES_Harem_Outfit,"1girl, (harem outfit:1.3), (slave dancer outfit:1.2), sheer harem pants, belly chain, gold anklets, bare midriff, translucent fabric, jeweled top, exotic harem girl","modern, armor, formal, western",Harem / concubine outfit. Combos: CLOTHES_Arabian; ARCHETYPE_Belly_Dancer; ACCESSORY_Collar_Chain; ACCESSORY_Veil_Sheer.,CLOTHES
CLOTHES_High_Heels,"1girl, (high heels:1.3), stiletto heels, platform heels, pumps, spike heels, sexy heels, high heel shoes, heeled footwear","barefoot, flat shoes, sneakers",High heels. Universal — pairs with most female archetypes. Combos: ARCHETYPE_Office_Lady; ARCHETYPE_Bunny_Girl.,CLOTHES
CLOTHES_Hijab,"1girl, (hijab:1.4), (headscarf:1.3), hair covered, modest head covering, islamic head covering, hijab with exposed face","bare head, hair visible, no head covering",Hijab head covering. Combos: THEME_Corruption_Moral (contrast); CLOTHES_Arabian; THEME_Non_Con (controversy niche).,CLOTHES
CLOTHES_Hoodie,"1girl, (oversized hoodie:1.3), (hoodie:1.2), large hoodie, baggy sweatshirt, hoodie with no pants, thighs visible under hoodie","formal, tight, uniform",Oversized hoodie. Combos: CLOTHES_Bare_Feet; STATE_Blushing_Flushed; cozy lewd scenes.,CLOTHES
CLOTHES_Jeans,"1girl, (jeans:1.3), denim jeans, blue jeans, skinny jeans, tight jeans, denim pants, jean shorts, cutoffs","skirt, dress, formal, nude",Jeans/denim. Combos: THEME_Casual; ARCHETYPE_Office_Lady (casual); CLOTHES_Torn_Ripped for ripped jeans.,CLOTHES
CLOTHES_Kimono,"1girl, (kimono:1.4), (traditional japanese kimono:1.3), full kimono, silk kimono, floral kimono, obi belt, kimono open at shoulder, furisode","yukata, western, casual, miko outfit",Full traditional kimono. Combos: SCENE_Japanese_Night; LIGHTING_Candlelight; ARCHETYPE_Shrine_Maiden.,CLOTHES
CLOTHES_Latex_Leather,"latex, leather, (shiny clothing:1.2), rubber suit, leather outfit, tight latex, glossy outfit, dominatrix outfit, BDSM gear","casual, cotton, normal fabric",Latex leather outfit,CLOTHES
CLOTHES_Leotard,"1girl, (leotard:1.3), (one-piece leotard:1.2), high-cut leotard, gymnast leotard, dance leotard, tight leotard, body-hugging one-piece","bikini, lingerie, nude, loose clothing",Leotard — different from ARCHETYPE_Bunny_Girl (no ears/bowtie). Combos: ARCHETYPE_Cheerleader; BODY_Muscular_Fit; CLOTHES_Stockings_Garter.,CLOTHES
CLOTHES_Lingerie,"1girl, lingerie, sexy underwear, lace, (lace lingerie:1.2), bra and panties, garter belt, stockings, sexy undergarments, see-through lingerie","fully clothed, casual, nude",Sexy lingerie,CLOTHES
CLOTHES_Mary_Jane_Shoes,"1girl, (mary jane shoes:1.2), round-toe shoes, strap shoes, buckle shoes, cute flat shoes, classic girly shoes","boots, heels, barefoot",Mary Jane shoes. Combos: ARCHETYPE_Idol; CLOTHES_Skirt_Pleated; cute/school settings.,CLOTHES
CLOTHES_Micro_Bikini,"1girl, micro bikini, (tiny bikini:1.3), sling bikini, string bikini, minimal coverage, barely covered, extreme bikini, dental floss bikini","full coverage, modest",Micro bikini,CLOTHES
CLOTHES_Micro_Shorts,"1girl, (micro shorts:1.3), (extremely short shorts:1.2), booty shorts, hot pants, ass cheeks visible, barely covering, tight micro shorts","long pants, jeans, skirt, covered",Micro / booty shorts. Shorter than CLOTHES_Denim_Shorts. Combos: BODY_Thicc_Voluptuous; CAMERA_Ass_Focus; THEME_Teasing.,CLOTHES
CLOTHES_Nightgown,"1girl, (nightgown:1.3), (negligee:1.2), sheer nightdress, satin nightgown, see-through sleepwear, lace trim nightie, silk slip, bedtime lingerie","pajamas, hoodie, daywear, formal",Nightgown / negligee. Combos: SCENE_Bedroom; THEME_Somnophilia; LIGHTING_Dim_Dark; STATE_Blushing_Flushed.,CLOTHES
CLOTHES_Panties_Aside,"1girl, (panties aside:1.4), (panties pulled to side:1.3), underwear shifted, panties moved aside, exposed through gap, fabric pulled sideways, crotch exposed through panties","panties removed, nude, normal panties centered",Panties pulled/shifted to the side. Combos: ACTION_Penetration_Vaginal; CLOTHES_Thong_Panties; THEME_Teasing; CAMERA_Pussy_Focus.,CLOTHES
CLOTHES_Panties_Pulled_Down,"1girl, (panties pulled down:1.3), (panties around thighs:1.2), underwear lowered, panties at knees, panties sliding down, underwear halfway down legs","panties up, no panties, fully nude",Panties pulled down to thighs/knees. Combos: CLOTHES_Partially_Clothed; THEME_Teasing; POSE_Bent_Over; ACTION_Skirt_Lift.,CLOTHES
CLOTHES_Pantyhose,"1girl, (pantyhose:1.3), (tights:1.2), full leg coverage, sheer pantyhose, nylon tights, nude pantyhose, black pantyhose","bare legs, stockings, socks only",Pantyhose / tights — full leg coverage. Different from CLOTHES_Stockings_Garter. Combos: ARCHETYPE_Office_Lady; POSE_Legs_Crossed.,CLOTHES
CLOTHES_Pantyhose_Torn,"1girl, (torn pantyhose:1.4), (ripped tights:1.3), hole in pantyhose, shredded nylon, damaged tights, torn crotch pantyhose","intact pantyhose, undamaged",Torn / ripped pantyhose. Combos: CLOTHES_Pantyhose + CLOTHES_Torn_Ripped; THEME_Non_Con.,CLOTHES
CLOTHES_Partially_Clothed,"partially clothed, half naked, (clothes pulled aside:1.2), pants down, shirt lifted, skirt up, panties aside, partially undressed","fully clothed, fully nude",Partially clothed,CLOTHES
CLOTHES_Qipao,"1girl, (qipao:1.4), cheongsam, chinese dress, form-fitting chinese gown, mandarin collar, silk qipao, traditional chinese outfit, chinese side slit dress","western, casual, plain",Qipao / cheongsam. Combos: CLOTHES_Skirt_Slit; ARCHETYPE_Office_Lady (elegant); HAIR_Bun; LIGHTING_Candlelight.,CLOTHES
CLOTHES_Robe_Open,"1girl, (open robe:1.3), (loose bathrobe:1.2), robe falling off shoulders, untied robe, robe slipping open, naked under robe, silk robe parted, exposed body under robe","closed robe, tied tight, fully covered, formal",Open / falling bathrobe or silk robe. Combos: SCENE_Bathroom_Shower; SCENE_Bedroom; THEME_Casual_Everyday; ARCHETYPE_Onee_San.,CLOTHES
CLOTHES_Skirt_Long_Maxi,"1girl, (long skirt:1.2), maxi skirt, floor-length skirt, flowing long skirt, ankle skirt, full skirt","miniskirt, micro skirt, shorts",Long maxi skirt. Combos: ARCHETYPE_Shrine_Maiden; ARCHETYPE_Witch; STYLE_Dark_Gothic. Conflicts: CLOTHES_Skirt_Mini.,CLOTHES
CLOTHES_Skirt_Mini,"1girl, (miniskirt:1.3), mini skirt, very short skirt, micro skirt, barely covering, tiny skirt, thigh-baring skirt","long skirt, maxi, pants, full coverage",Mini skirt. Combos: CLOTHES_Stockings_Garter; ARCHETYPE_Cheerleader; ARCHETYPE_Gyaru. Conflicts: CLOTHES_Skirt_Long_Maxi.,CLOTHES
CLOTHES_Skirt_Pleated,"1girl, (pleated skirt:1.3), school pleated skirt, pleats, flippy pleated skirt, accordion pleats, japanese school skirt","pencil skirt, bodycon, pants",Pleated skirt. Combos: ARCHETYPE_Idol; school uniform settings; SCENE_School_Classroom.,CLOTHES
CLOTHES_Skirt_School,"1girl, (school uniform skirt:1.3), plaid school skirt, tartan skirt, student skirt, school outfit skirt, uniform skirt","adult clothes, formal, casual",School uniform skirt. Combos: SCENE_School_Classroom; ARCHETYPE_Idol. Note: ensure adult character in prompt.,CLOTHES
CLOTHES_Skirt_Slit,"1girl, (slit skirt:1.3), high slit dress, thigh slit, side slit skirt, open slit, revealing slit, leg exposure slit","no slit, closed, conservative",Skirt with high slit. Combos: ARCHETYPE_Office_Lady; CLOTHES_Stockings_Garter; ARCHETYPE_Succubus.,CLOTHES
