name,prompt,negative_prompt,description,category
EXPRESSION_Vacant,"(vacant expression:1.3), (empty stare:1.2), hollow gaze, staring into nothing, disconnected expression, dissociated look, blank unfocused eyes","alert, focused, emotional, engaged",Vacant / empty stare — subtler than STATE_Mind_Break. Combos: THEME_Somnophilia; THEME_Mind_Control; STATE_Hypnotized.,EXPRESSION
FLUIDS_Anal_Creampie,"(anal creampie:1.4), (cum dripping from ass:1.3), cum leaking from anus, semen from asshole, ass dripping cum, anal internal cum","vaginal creampie, clean, dry",Anal creampie. Combos: ACTION_Penetration_Anal; GENITALS_Anus_Focus; POSE_Ass_Up_Face_Down.,FLUIDS
FLUIDS_Body_Cumshot,"cum on body, (cum on breasts:1.2), cum on stomach, cum on ass, body covered in cum, semen on skin, cum on thighs, messy body","clean body, no cum, dry",Cum on body,FLUIDS
FLUIDS_Creampie_Dripping,"creampie, (cum dripping from pussy:1.4), leaking cum, cum flowing out, pussy dripping semen, after sex, cum oozing, internal cumshot aftermath, overflowing pussy","clean, dry, no cum, empty",Dripping creampie,FLUIDS
FLUIDS_Cum_In_Mouth,"(cum in mouth:1.4), (mouthful of cum:1.3), semen in mouth, mouth filled with cum, cumshot in mouth, oral cum reception, cum on tongue, open mouth with cum","clean mouth, no cum, swallowed",Cum in mouth. Combos: ACTION_Oral_Blowjob; ACTION_Deepthroat; STATE_Pleasure_Ecstasy.,FLUIDS
FLUIDS_Cum_Inflation,"(cum inflation:1.4), (inflated belly:1.3), bloated stomach, belly bulge from cum, stomach distension, cum-filled belly, swollen belly, excessive internal cumshot","flat stomach, normal belly, empty",Cum belly inflation,FLUIDS
FLUIDS_Cum_On_Feet,"(cum on feet:1.4), (semen on toes:1.3), cum between toes, cum on soles, cum dripping from feet, sticky feet, cum-covered feet","clean feet, no cum, dry",Cum on feet/toes. Combos: ACTION_Footjob; CLOTHES_Bare_Feet; FLUIDS_Body_Cumshot.,FLUIDS
FLUIDS_Cum_On_Hair,"(cum on hair:1.3), (semen in hair:1.2), cum dripping on hair, cum covered hair, hair matted with cum","clean hair, no cum, dry hair",Cum on hair. Combos: FLUIDS_Excessive_Cum; FLUIDS_Facial_Cumshot; STATE_Exhausted_Used.,FLUIDS
FLUIDS_Excessive_Cum,"(excessive cum:1.4), (cum everywhere:1.3), covered in cum, cum bath, drenched in semen, cum puddle, bukkake, cum explosion, thick cum, cum dripping, cum covered body","clean, dry, no cum, minimal",Excessive cum coverage,FLUIDS
FLUIDS_Facial_Cumshot,"facial, cum on face, (cumshot on face:1.3), covered face, cum facial, semen on face, messy face, cum splattered face","clean face, no cum on face",Facial cumshot,FLUIDS
FLUIDS_Pussy_Juice,"1girl, pussy juice, (dripping pussy:1.3), wet pussy, love juice, female fluids, vaginal secretions, dripping wetness, soaking wet, glistening pussy, excessive wetness","dry, clean, no fluids",Female arousal fluids,FLUIDS
FLUIDS_Saliva_Drool,"saliva, (excessive drooling:1.3), drool, spit, dripping saliva, mouth watering, saliva strings, wet mouth, messy drool, slobber","dry mouth, clean, no drool",Excessive drool and saliva,FLUIDS
FLUIDS_Squirting,"1girl, (squirting:1.4), female ejaculation, gushing, pussy squirt, orgasmic squirt, explosive orgasm, squirt spray, intense squirting","dry, no squirt",Female ejaculation squirting,FLUIDS
FLUIDS_Swallowing,"1girl, (swallowing cum:1.3), (gulping semen:1.2), drinking cum, swallow after oral, throat swallow, cum going down throat","spitting, clean, no cum",Swallowing cum. Post-oral finish. Combos: ACTION_Oral_Blowjob; ACTION_Deepthroat; EXPRESSION_Lustful.,FLUIDS
FLUIDS_Urine,"(urine:1.3), (piss stream:1.2), golden shower fluid, watersports fluid, stream of urine visible, golden liquid stream","clean, dry, no urine",Urine fluid. Pairs with ACTION_Urination. Combos: SCENE_Toilet_Public; POSE_Squat_Toilet.,FLUIDS
FURRY_Axolotl_Anthro,"(anthro axolotl:1.4), (anthropomorphic axolotl:1.3), external gills, frilly gill stalks, wide smile, smooth pink skin, amphibian anthro, cute axolotl features, neotenic salamander","human, no gills, dry skin, fur, scales hard","Axolotl anthro — gill frills, permanently cute/smiling. Combos: FURRY_MARKINGS_Albino; FURRY_SCENE_Underwater; FURRY_BODY_Petite.",FURRY
FURRY_Bat_Anthro,"(anthro bat:1.4), (anthropomorphic bat:1.3), bat wings, large bat ears, bat muzzle, wing membrane, nocturnal anthro, echolocation, chiroptera anthro, leathery wings","human, no wings, bird, feathers",Bat anthro. Combos: LIGHTING_Dim_Dark; LIGHTING_Night_Moonlit; SCENE_Cave; FURRY_THEME_Nocturnal.,FURRY
FURRY_Bear_Anthro,"(anthro bear:1.4), (anthropomorphic bear:1.3), bear girl furry, bear muzzle, thick fur body, bear ears, bear claws, ursine anthro, furred bear character","human, no fur, slim, smooth",Anthropomorphic bear. Combos: BODY_BBW_Plus_Size (natural pairing); BODY_Muscular_Fit. Note: remove BASE_Anti_Furry.,FURRY
FURRY_Bird_Harpy,"(harpy:1.3), (bird anthro:1.2), wing arms, feathered wings, bird legs, talons, feathered body, avian features, harpy girl","human, no feathers, no wings, mammal",Harpy / bird anthro. Combos: SCENE_Public_Outdoor; LIGHTING_Volumetric_Rays; BODY_Muscular_Fit.,FURRY
FURRY_Cat_Anthro,"(anthro cat:1.4), (anthropomorphic cat:1.3), catgirl furry, cat muzzle, cat ears full, cat tail, feline body, fur body, neko anthro, full cat features, furred skin","human, no fur, smooth skin",Full anthro cat (vs ARCHETYPE_Catgirl which is human with cat ears). Note: remove BASE_Anti_Furry.,FURRY
FURRY_Cow_Anthro,"(anthro cow:1.4), (anthropomorphic cow:1.3), cow girl furry, cow horns, cow ears, cow tail, udder optional, bovine anthro, spotted fur, cow muzzle, cattle anthro","human, no horns, horse, no spots",Cow / bovine anthro. Natural pairing with lactation. Combos: BREASTS_Lactating; FURRY_BODY_Thicc; FURRY_ACTION_Milking.,FURRY
FURRY_Crocodile_Anthro,"(anthro crocodile:1.4), (anthropomorphic crocodile:1.3), crocodile snout, armored scales, powerful jaws, reptile tail thick, crocodilian anthro, alligator anthro, tough hide","human, no scales, mammal, soft skin, lizard",Crocodile / alligator anthro. Combos: FURRY_BODY_Muscular; FURRY_SCENE_Swamp; FURRY_MARKINGS_Scales.,FURRY
FURRY_Deer_Anthro,"(anthro deer:1.4), (anthropomorphic deer:1.3), deer antlers, deer ears, fawn markings, cervine anthro, spotted deer fur","human, no antlers, no fur, wolf",Deer anthro. Combos: SCENE_Forest_Outdoor; LIGHTING_Soft_Warm; FURRY_Wolf_Anthro.,FURRY
FURRY_Dog_Anthro,"(anthro dog:1.4), (anthropomorphic dog:1.3), dog girl furry, dog muzzle, floppy dog ears, dog tail wagging, canine anthro, domestic dog, puppy girl, loyal dog anthro","human, no fur, wolf, fox, cat",Domestic dog anthro — more friendly/cute than Wolf. Combos: FURRY_CLOTHES_Collar; FURRY_ACTION_Tail_Wag; FURRY_THEME_Pet_Play.,FURRY
FURRY_Dolphin_Anthro,"(anthro dolphin:1.4), (anthropomorphic dolphin:1.3), dolphin snout, smooth grey skin, dorsal fin, dolphin tail fluke, sleek aquatic body, cetacean anthro, glossy skin","human, fur, shark, fish scales, rough skin","Dolphin anthro — smooth, aquatic. Combos: FURRY_SCENE_Underwater; LIGHTING_Underwater; FURRY_BODY_Sleek.",FURRY
FURRY_Dragon_Anthro,"(anthro dragon:1.4), (anthropomorphic dragon:1.3), dragon furry, scales body, draconic features, dragon snout, dragon wings, horns, scaly skin dragon, dragon anthro character","human, no scales, smooth skin, elven",Anthropomorphic dragon. Combos: THEME_Monster_Tentacle; large size themes. Note: remove BASE_Anti_Furry.,FURRY
FURRY_Elephant_Anthro,"(anthro elephant:1.4), (anthropomorphic elephant:1.3), elephant ears large, trunk, tusks, thick grey skin, pachyderm anthro, massive build, elephantine features","human, small ears, no trunk, slim",Elephant anthro. Naturally massive build. Combos: FURRY_BODY_Muscular; FURRY_BODY_Macro; FURRY_THEME_Size_Play.,FURRY
FURRY_Fox_Anthro,"(anthro fox:1.4), (anthropomorphic fox:1.3), fox girl furry, fox muzzle, fur covered body, fox ears prominent, fluffy fox tail, canine features, fox anthro character, furred body","human, no fur, elf, smooth skin",Anthropomorphic fox / kitsune furry. Combos: FURRY_Wolf_Anthro (wolf pack); any ACTION. Note: remove BASE_Anti_Furry.,FURRY
FURRY_Frog_Anthro,"(anthro frog:1.4), (anthropomorphic frog:1.3), wide frog mouth, bulging eyes, smooth moist skin, webbed hands, frog anthro, amphibian features, long tongue","human, dry skin, fur, scales, mammal",Frog / toad anthro. Combos: FURRY_SCENE_Swamp; FURRY_ACTION_Long_Tongue; FURRY_MARKINGS_Bioluminescent.,FURRY
FURRY_Gecko_Anthro,"(anthro gecko:1.4), (anthropomorphic gecko:1.3), gecko toe pads, large gecko eyes, spotted skin, small lizard muzzle, smooth scales, gecko tail detachable, colorful gecko anthro","human, fur, feathers, dragon, large reptile","Gecko anthro — sticky pads, big eyes. Smaller/cuter than Lizard_Anthro. Combos: FURRY_BODY_Petite; FURRY_MARKINGS_Spots; FURRY_MARKINGS_Bioluminescent.",FURRY
FURRY_Goat_Anthro,"(anthro goat:1.4), (anthropomorphic goat:1.3), goat horns curved, goat ears, goat hooves, short goat tail, caprine anthro, satyr-like, goat fur, horizontal slit pupils","human, no horns, deer, cow, sheep",Goat / satyr anthro. Combos: FURRY_THEME_Primal; STYLE_Dark_Fantasy; SCENE_Forest_Outdoor.,FURRY
FURRY_Horse_Anthro,"(anthro horse:1.4), (anthropomorphic horse:1.3), horse muzzle, horse tail, equine body, horse ears, mane hair, hooves, equine features","human, no muzzle, no mane, small",Horse anthro. Combos: BODY_Tall_Amazon; BODY_Muscular_Fit; THEME_Size_Difference.,FURRY
FURRY_Hyena_Anthro,"(anthro hyena:1.4), (anthropomorphic hyena:1.3), hyena muzzle, rounded ears, spotted fur, hyena mane, strong jaw, hyena tail, gnoll-like, cackling hyena anthro","human, no fur, wolf, dog, cat",Hyena / gnoll anthro. Naturally aggressive/dominant. Combos: FURRY_BODY_Muscular; FURRY_MARKINGS_Spots; FURRY_THEME_Pack_Alpha.,FURRY
FURRY_Lion_Anthro,"(anthro lion:1.4), (anthropomorphic lion:1.3), lion mane, lion muzzle, golden fur, lion tail tufted, large paws, feline powerful build, regal lion anthro, king of beasts","human, no mane, wolf, domestic cat, no fur","Lion anthro — regal, powerful. Combos: FURRY_BODY_Muscular; FURRY_MARKINGS_Golden; FURRY_THEME_Pack_Alpha.",FURRY
FURRY_Lizard_Anthro,"(anthro lizard:1.4), (anthropomorphic lizard:1.3), lizard girl furry, reptile anthro, scaly body, lizard scales, reptilian features, gecko anthro, scaly skin reptile, cold-blooded anthro","human, no scales, mammal",Anthropomorphic lizard/reptile. Combos: FURRY_Dragon_Anthro (similar but smaller scale). Note: remove BASE_Anti_Furry.,FURRY
FURRY_Moth_Anthro,"(anthro moth:1.4), (anthropomorphic moth:1.3), large moth wings, fluffy moth body, feathered antennae, compound eyes, moth fur, lepidoptera anthro, soft fluffy thorax, powder-covered wings","human, butterfly, no wings, no antennae, bat","Moth anthro — fluffy, soft. Popular for cute/fluffy aesthetic. Combos: LIGHTING_Night_Moonlit; FURRY_MARKINGS_Bioluminescent; FURRY_BODY_Fluffy.",FURRY
FURRY_Mouse_Anthro,"(anthro mouse:1.4), (anthropomorphic mouse:1.3), round mouse ears, small muzzle, thin mouse tail, tiny nose, mouse whiskers, small rodent anthro, petite mouse girl","human, no ears, large, rabbit, cat",Mouse / rat anthro — naturally petite. Combos: FURRY_BODY_Petite; FURRY_THEME_Size_Play; FURRY_BODY_Shortstack.,FURRY
FURRY_Orca_Anthro,"(anthro orca:1.4), (anthropomorphic orca:1.3), black and white skin, orca markings, dorsal fin, killer whale anthro, sleek body, cetacean features, orca tail fluke","human, fur, shark, dolphin grey only",Orca / killer whale anthro. Distinctive black+white markings. Combos: FURRY_SCENE_Underwater; FURRY_BODY_Muscular; FURRY_MARKINGS_Piebald.,FURRY
FURRY_Otter_Anthro,"(anthro otter:1.4), (anthropomorphic otter:1.3), otter muzzle, sleek wet fur, webbed paws, otter tail flat, playful otter, mustelid anthro, smooth water-repellent fur","human, no fur, dry, cat, large","Otter anthro — playful, aquatic. Combos: FURRY_SCENE_Underwater; FURRY_BODY_Sleek; SCENE_Beach.",FURRY
FURRY_Panther_Anthro,"(anthro panther:1.4), (anthropomorphic panther:1.3), sleek black fur, golden eyes, panther muzzle, lithe feline body, black cat anthro, melanistic big cat, jaguar anthro","human, no fur, lion, spotted, light colored","Panther / black jaguar anthro — sleek, dark. Combos: FURRY_MARKINGS_Melanistic; LIGHTING_Dim_Dark; FURRY_BODY_Sleek.",FURRY
FURRY_Phoenix_Anthro,"(anthro phoenix:1.4), (anthropomorphic phoenix:1.3), flaming feathers, fire wings, golden-red plumage, blazing tail feathers, phoenix crest, ember eyes, mythical fire bird anthro","human, no feathers, no fire, ice, bat wings",Phoenix anthro — fire/mythical bird. Combos: LIGHTING_Fire_Glow; FURRY_MARKINGS_Bioluminescent; STYLE_Dark_Fantasy.,FURRY
FURRY_Pig_Anthro,"(anthro pig:1.4), (anthropomorphic pig:1.3), pig snout, pig ears, curly pig tail, pink skin, pig nose, porcine anthro, boar tusks optional, round pig body","human, no snout, cow, horse, slim",Pig / boar anthro. Combos: FURRY_BODY_Thicc; FURRY_BODY_BBW; SCENE_Farm variant.,FURRY
FURRY_Rabbit_Anthro,"(anthro rabbit:1.4), (anthropomorphic bunny:1.3), bunny girl furry, rabbit muzzle, long rabbit ears, bunny tail, fluffy body, rabbit anthro, lagomorph anthro","human, ARCHETYPE_Bunny_Girl (that is human with ears), no fur",Anthro rabbit (full furry; different from ARCHETYPE_Bunny_Girl). Note: remove BASE_Anti_Furry.,FURRY
FURRY_Raccoon_Anthro,"(anthro raccoon:1.4), (anthropomorphic raccoon:1.3), raccoon mask markings, ringed tail, small muzzle, raccoon ears, bandit mask face, dark eye patches, procyonid anthro","human, no mask markings, cat, fox",Raccoon anthro — bandit mask markings. Combos: FURRY_MARKINGS_Mask_Face; FURRY_THEME_Mischief; SCENE_Alley_Street.,FURRY
FURRY_Red_Panda_Anthro,"(anthro red panda:1.4), (anthropomorphic red panda:1.3), red-brown fur, fluffy ringed tail, round ears, white face markings, red panda muzzle, adorable red panda, ailurid anthro","human, no fur, giant panda, raccoon, fox","Red panda anthro — adorable, fluffy. Combos: FURRY_BODY_Fluffy; FURRY_BODY_Petite; FURRY_MARKINGS_Bicolor.",FURRY
FURRY_Shark_Anthro,"(anthro shark:1.4), (anthropomorphic shark:1.3), shark teeth, gill slits, shark fin, grey shark skin, shark tail, shark girl anthro","human, no fins, mammal, soft",Shark anthro. Combos: SCENE_Beach; LIGHTING_Underwater; EXPRESSION_Angry.,FURRY
FURRY_Sheep_Anthro,"(anthro sheep:1.4), (anthropomorphic sheep:1.3), fluffy wool body, sheep ears, small horns curled, sheep tail, wooly coat, lamb anthro, ovine anthro, soft fleece body","human, no wool, goat straight horns, smooth skin",Sheep / lamb anthro — extremely fluffy. Combos: FURRY_BODY_Fluffy; FURRY_BODY_Thicc; FURRY_THEME_Pet_Play.,FURRY
FURRY_Snake_Naga,"(naga:1.4), (lamia:1.3), serpent lower body, coiled snake tail, scales, snake tongue, snake woman, reptile coil body, serpentine lower half","human legs, no tail, no scales",Naga / lamia snake body. Combos: SCENE_Dungeon_Basement; THEME_Monster_Tentacle.,FURRY
FURRY_Squirrel_Anthro,"(anthro squirrel:1.4), (anthropomorphic squirrel:1.3), large bushy tail, squirrel ears tufted, small muzzle, buck teeth, squirrel anthro, sciurid anthro, acorn cheeks","human, no tail, cat, mouse, thin tail",Squirrel anthro — bushy tail. Combos: FURRY_BODY_Petite; SCENE_Forest_Outdoor; FURRY_MARKINGS_Bicolor.,FURRY
FURRY_Tiger_Anthro,"(anthro tiger:1.4), (anthropomorphic tiger:1.3), tiger stripes, orange and black fur, tiger muzzle, powerful feline body, striped tail, large paws, tiger anthro, fierce predator","human, no stripes, lion, wolf, plain fur","Tiger anthro — striped, powerful. Combos: FURRY_BODY_Muscular; FURRY_MARKINGS_Stripes; FURRY_THEME_Predator_Prey.",FURRY
FURRY_Turtle_Anthro,"(anthro turtle:1.4), (anthropomorphic turtle:1.3), shell on back, turtle beak, green scaly skin, turtle shell, chelonian anthro, tortoise anthro, armored back","human, no shell, lizard, soft back",Turtle / tortoise anthro — shell on back. Combos: FURRY_SCENE_Underwater; FURRY_BODY_Thicc; FURRY_MARKINGS_Scales.,FURRY
FURRY_Wolf_Anthro,"(anthro wolf:1.4), (anthropomorphic wolf:1.3), wolf girl furry, wolf muzzle, wolf ears, wolf tail, canine body, fur covered, wolf anthro, grey fur wolf","human, no fur, cat, smooth",Anthropomorphic wolf. Combos: BODY_Muscular_Fit; dominant themes. Note: remove BASE_Anti_Furry.,FURRY
GENITALS_Anal_Gaping,"(anal gaping:1.4), (gaping anus:1.3), stretched asshole, open anus, post-anal gape, wide open anus, gaping rear","tight, closed, intact",Anal gaping. Combos: ACTION_Fisting_Anal; ACTION_Penetration_Anal; GENITALS_Anus_Focus.,GENITALS
GENITALS_Anus_Focus,"anus, anal focus, (spread anus:1.3), asshole, butthole, rear view, detailed anus, puckered anus, tight anus","censored, covered, no anus",Anal area focus,GENITALS
GENITALS_Anus_Puffy,"1girl, (puffy anus:1.3), (puffy asshole:1.2), swollen anus, plump anal ring, fleshy anus, prominent puffy rear hole","flat, tight, gaping, minimal",Puffy / swollen anus. Combos: GENITALS_Anus_Focus; CAMERA_Ass_Focus; GENITALS_Vagina_Puffy (full puffy combo).,GENITALS
GENITALS_Barbed,"(barbed penis:1.4), (feline penis:1.3), barbs on shaft, spined cock, cat penis, backwards-facing barbs, textured feline cock, rough shaft","smooth, human penis, horse cock, knot",Barbed / feline penis — small spines. Combos: FURRY_Cat_Anthro; FURRY_Tiger_Anthro; FURRY_Lion_Anthro; FURRY_Panther_Anthro.,GENITALS
GENITALS_Clit_Focus,"1girl, (clitoris:1.4), (clit focus:1.3), enlarged clit, prominent clitoris, clitoral detail, visible clit, erect clitoris, swollen clit","hidden, covered, no detail",Clitoris focus. Combos: GENITALS_Pussy_Detailed; ACTION_Cunnilingus; ACCESSORY_Vibrator_External.,GENITALS
GENITALS_Cloaca,"(cloaca:1.4), (cloacal opening:1.3), reptile genitals, single vent, all-purpose opening, reptilian slit, bird cloaca, hidden genitals in slit","human genitals, separate openings, mammal, penis external",Cloaca — single vent (reptile/bird anatomy). Combos: FURRY_Lizard_Anthro; FURRY_Bird_Harpy; FURRY_Dragon_Anthro; FURRY_Snake_Naga.,GENITALS
GENITALS_Cum_Knot_Lock,"(knotted inside:1.4), (locked by knot:1.3), knot tie, stuck together, swollen knot trapped inside, cannot pull out, knot lock, breeding lock, tied together","pulled out, separated, no knot, free","Knot lock — knot swollen inside, partners locked. Combos: FURRY_GENITALS_Knot; FURRY_ACTION_Knotting; FURRY_THEME_Mating.",GENITALS
GENITALS_Egg_Laying,"(laying eggs:1.4), (egg from cloaca:1.3), egg birth, oviposition anthro, egg emerging from body, clutch of eggs, egg-heavy belly, birthing eggs","mammal birth, no eggs, pregnant belly, cum",Egg laying — for oviparous species. Combos: FURRY_GENITALS_Cloaca; FURRY_Bird_Harpy; FURRY_Lizard_Anthro; FURRY_Dragon_Anthro.,GENITALS
GENITALS_Female_Pussy,"1girl, pussy, vagina, cameltoe, slit, labia, no penis, female genitals","futanari, penis, cock, dickgirl, balls, testicles, futa",Strictly female genitals (anti-futa),GENITALS
GENITALS_Hemipenis,"(hemipenis:1.4), (double penis:1.3), twin shafts, reptile dual cock, forked penis, two-headed cock, hemipenes, split penis tip","single penis, human, mammal, one shaft",Hemipenis — reptile dual penis. Combos: FURRY_Snake_Naga; FURRY_Lizard_Anthro; FURRY_Dragon_Anthro.,GENITALS
GENITALS_Horse_Cock,"(horse cock:1.5), (equine penis:1.4), flared head, medial ring, horse shaft, enormous equine cock, flat glans, veiny horse penis","human penis, canine, knot, small, pointed","Horse / equine penis — flared, medial ring. Combos: FURRY_Horse_Anthro; any large species; FURRY_GENITALS_Sheath.",GENITALS
GENITALS_Knot,"(knotted penis:1.5), (canine knot:1.4), knot at base, bulbus glandis, swollen knot, canine cock, knotting, enlarged base, locked in by knot","human penis, smooth shaft, no knot, horse cock",Canine knot — bulge at base of penis. Iconic furry genital. Combos: FURRY_Wolf_Anthro; FURRY_Fox_Anthro; FURRY_Dog_Anthro; FURRY_ACTION_Knotting.,GENITALS
GENITALS_Penis_Average,"(average penis:1.2), normal size cock, regular sized penis, proportional dick, medium length cock, realistic size penis","huge cock, monster cock, horse cock, tiny",Average realistic penis. Combos: any hetero/male action. Less extreme than GENITALS_Penis_Huge.,GENITALS
GENITALS_Penis_Huge,"(huge penis:1.5), (gigantic cock:1.4), (massive dick:1.4), (impossibly large penis:1.3), oversized cock, thick shaft, veiny penis, throbbing penis, monster cock","small penis, tiny dick, average, no penis, flat",Extremely large penis,GENITALS
GENITALS_Penis_Small,"(small penis:1.3), (tiny cock:1.2), small dick, little penis, below average, short penis, SPH target","huge cock, large, monster cock",Small penis. Combos: THEME_Femdom; EXPRESSION_Contemptuous; EXPRESSION_Disapproval. Common in SPH/femdom.,GENITALS
GENITALS_Prehensile,"(prehensile penis:1.4), (grasping cock:1.3), flexible penis, self-moving shaft, tentacle-like cock, wrapping penis, dexterous cock, curling penis","rigid, stiff, human, normal, straight",Prehensile / flexible penis — can move on its own. Exotic/fantasy. Combos: FURRY_Elephant_Anthro; FURRY_Dolphin_Anthro; fantasy species.,GENITALS
GENITALS_Pubic_Hair_On_Face,"(pubic hair on face:1.4), (pubes pressed against face:1.3), pubic hair stuck to cheeks, bush against mouth, intimate hair on skin, pubic hair transfer to face, dark curly hair on face","clean face, no hair on face, shaved, bare, paint on face, marking on face, tattoo on face, dirt on face",Pubic hair on face — result of facesitting/oral. Improved negatives block false paint/dirt artifacts. Combos: ACTION_Facesitting; ACTION_Cunnilingus; CAMERA_Face_Close.,GENITALS
GENITALS_Pussy_Detailed,"1girl, detailed pussy, (spread pussy:1.3), pussy focus, visible labia, pink pussy, wet pussy, pussy juice, dripping pussy, glistening pussy, clitoris, detailed genitals","censored, mosaic, bar censor, covered, clothed crotch, penis",Detailed female genitals,GENITALS
GENITALS_Sheath,"(penile sheath:1.4), (sheathed penis:1.3), retractable penis, furry sheath, cock emerging from sheath, partially unsheathed, animal genital sheath","human penis, fully exposed always, no sheath",Penile sheath — retractable. Combos: any canine/feline species; FURRY_GENITALS_Knot; semi-aroused states.,GENITALS
GENITALS_Slit,"(genital slit:1.4), (hidden slit genitals:1.3), concealed genitals in slit, dolphin slit, smooth crotch with opening, aquatic genital slit","external genitals, human, always visible, fur-covered",Genital slit — concealed opening (aquatic/reptile). Combos: FURRY_Dolphin_Anthro; FURRY_Shark_Anthro; FURRY_Snake_Naga.,GENITALS
GENITALS_Testicles_Large,"(large testicles:1.4), (huge balls:1.3), heavy balls, sagging balls, full balls, hanging balls, swollen testicles","no balls, hidden, flat, small balls",Large visible testicles,GENITALS
GENITALS_Vagina_Gaping,"1girl, (vaginal gaping:1.4), (gaping pussy:1.3), stretched vagina, open vagina, gaping hole, post-sex gape, wide open pussy","tight, closed, intact, virgin",Vaginal gaping. Combos: ACTION_Fisting_Vaginal; FLUIDS_Creampie_Dripping; STATE_Exhausted_Used.,GENITALS
GENITALS_Vagina_Puffy,"1girl, (puffy pussy:1.3), (puffy vulva:1.2), swollen labia, puffy labia, plump vulva, fleshy labia, puffy slit","flat, minimal, neat",Puffy vulva. Combos: GENITALS_Pussy_Detailed; CAMERA_Pussy_Focus; BODY_Thicc_Voluptuous.,GENITALS
GROUP_FFFM,"(3girls:1.2), 1boy, harem, foursome, three girls one boy, group sex, multiple females, FFFM","solo, couple, single female",3 girls 1 boy FFFM,GROUP
GROUP_FFM,"(2girls:1.2), 1boy, threesome, two girls one boy, FFM threesome, double team female","solo, one girl",2 girls 1 boy FFM,GROUP
GROUP_Lesbian_Couple,"(2girls:1.3), yuri, lesbian couple, two women, girl on girl, female couple, 2 girls together, lesbian pair, girls together","1boy, male, hetero",Two girls / lesbian couple. Combos: THEME_Lesbian_Yuri; ACTION_Lesbian_Kiss; ACTION_Lesbian_Tribbing.,GROUP
GROUP_Lesbian_Threesome,"(3girls:1.3), yuri threesome, three women, lesbian trio, all girls group, 3 girl trio, triple yuri","1boy, male, hetero",Three-girl lesbian threesome. Combos: THEME_Lesbian_Yuri; GROUP_Lesbian_Couple (add third).,GROUP
GROUP_MMF,"(2boys:1.2), 1girl, threesome, two boys one girl, MMF threesome, spitroast setup","solo, one boy",2 boys 1 girl MMF,GROUP
GROUP_MMMF,"(3boys:1.2), 1girl, gangbang, three boys one girl, foursome, MMMF group sex","solo, single male",3 boys 1 girl MMMF,GROUP
GROUP_Orgy_Gangbang,"(multiple people:1.3), (orgy:1.3), (4+people:1.2), mass sex, group orgy, multiple participants, many partners, sex party, large group sex, multiple penetration","solo, couple, duo",Large orgy/gangbang. Combos: THEME_Gangbang_Multiple; FLUIDS_Excessive_Cum; SCENE_Bedroom.,GROUP
GROUP_Reverse_Gangbang,"1boy, (multiple females:1.3), (surrounded by girls:1.2), reverse gangbang, many women one man, female horde, group of girls on one guy","solo female, normal gangbang, one girl",Reverse gangbang — multiple females on one male. Combos: THEME_Femdom; GROUP_FFFM.,GROUP
GROUP_Solo_Male,"1boy, solo male, (man alone:1.2), single male character, male solo, one boy, male only","female, group, multiple",Solo male character. Combos: RACE_Orc_Male; BODY_Male_Muscular; NTR scenarios.,GROUP
GROUP_Threesome_Gen,"threesome, 3 people, trio, three person sex","solo, couple",Threesome general,GROUP
GROUP_Yaoi,"(2boys:1.3), (yaoi:1.3), (male x male:1.2), two men, boys love, BL, gay couple, man on man","female, girl, straight, yuri",Yaoi / BL male couple. Combos: THEME_Maledom; BODY_Male_Muscular; POSE_Missionary.,GROUP
MARKINGS_Albino,"(albino anthro:1.4), (pure white fur:1.3), white fur, red or pink eyes, pale skin underneath, leucistic, snow white coloring, albinism, white coat","dark fur, colored, normal pigment, brown","Albino / leucistic — pure white fur, red/pink eyes. Combos: any species; FURRY_Axolotl_Anthro; LIGHTING_Night_Moonlit.",MARKINGS
MARKINGS_Bicolor,"(bicolor fur:1.3), (two-tone fur:1.2), half and half coloring, split color pattern, dual colored coat, contrasting fur halves, chimera pattern","solid single color, spotted, striped",Bicolor / two-tone fur split. Combos: FURRY_Orca_Anthro; FURRY_Red_Panda_Anthro; any species as variant.,MARKINGS
MARKINGS_Bioluminescent,"(bioluminescent markings:1.4), (glowing fur patterns:1.3), glowing lines on body, neon glow marks, light-emitting spots, luminous patterns, glowing stripes, bio-light","no glow, matte, dull, normal fur",Bioluminescent / glowing markings. Combos: LIGHTING_Dim_Dark; FURRY_Moth_Anthro; FURRY_Gecko_Anthro; FURRY_Axolotl_Anthro; FURRY_Phoenix_Anthro.,MARKINGS
MARKINGS_Calico,"(calico pattern:1.3), (tri-color fur:1.2), orange white and black patches, tortoiseshell, calico cat pattern, patched fur, multicolor patchwork","solid color, two-tone only, stripes only",Calico / tortoiseshell — 3-color patches. Combos: FURRY_Cat_Anthro primarily; can apply to any furred species.,MARKINGS
MARKINGS_Iridescent,"(iridescent scales:1.3), (rainbow sheen:1.2), color-shifting surface, prismatic reflection, holographic shimmer, opal-like fur, pearlescent coating","matte, flat color, dull, no shimmer",Iridescent / color-shifting surface. Combos: FURRY_Dragon_Anthro; FURRY_Shark_Anthro; FURRY_Snake_Naga; LIGHTING_Neon_Colorful.,MARKINGS
