name,prompt,negative_prompt,description,category
ATMOSPHERE_Time_Blue_Hour,"blue hour, twilight, dusk, deep blue sky, transition from day to night, indigo atmosphere, purple twilight","bright midday, harsh sun",Twilight blue. Combos: SCENE_Cyberpunk_City; MOOD_Melancholic; LIGHTING_Neon_Purple_Pink.,ATMOSPHERE
ATMOSPHERE_Time_Dawn,"dawn, early morning light, first light, pale sky, sunrise beginning, soft pink and orange horizon, morning mist","night, dark, midnight",Dawn atmosphere. Combos: MOOD_Serene; SCENE_Mountain_Top; ACTIVITY_Gazing_Horizon.,ATMOSPHERE
ATMOSPHERE_Time_Golden_Hour,"golden hour, warm afternoon light, long golden shadows, warm glow, magic hour, late afternoon sun","night, overcast, cold",Golden hour. Combos: SCENE_Beach; SCENE_Mountain_Top; LIGHTING_Golden_Hour_Sunset.,ATMOSPHERE
ATMOSPHERE_Time_Midnight,"midnight, deep night, starry sky, full darkness, night atmosphere, moonlit shadows, nocturnal","daytime, sunrise, bright",Deep night. Combos: ARCHETYPE_Witch; ARCHETYPE_Vampire; LIGHTING_Night_Moonlit.,ATMOSPHERE
ATMOSPHERE_Weather_Dense_Fog,"(dense fog:1.3), thick mist, foggy atmosphere, obscured background, misty air, fog rolling in, visibility reduced","clear, bright, sharp background",Dense fog for mystery. Combos: SCENE_Forest_Outdoor; MOOD_Mysterious; LIGHTING_Dim_Dark.,ATMOSPHERE
ATMOSPHERE_Weather_Gentle_Rain,"(gentle rain:1.2), light drizzle, rain drops, soft rain, wet pavement, grey sky, peaceful rain","dry, sunny",Peaceful rainy atmosphere. Combos: MOOD_Melancholic; ACTIVITY_Reading; SCENE_Cafe.,ATMOSPHERE
ATMOSPHERE_Weather_Heavy_Rain,"(heavy rain:1.3), pouring rain, rain streaks, wet everything, splashing puddles, rain-soaked, rain on surface","dry, sunny, clear sky",Heavy rain atmosphere. Combos: SCENE_Cyberpunk_City; LIGHTING_Neon_Purple_Pink; MOOD_Melancholic.,ATMOSPHERE
ATMOSPHERE_Weather_Snowstorm,"(snowstorm:1.2), blizzard, heavy snowfall, snow swirling, white-out conditions, blowing snow, icy wind","sunny, warm, clear",Blizzard intensity. Combos: SEASON_Winter_Snow; OUTFIT_Winter_Coat; MOOD_Fierce. Conflicts: WEATHER_Heavy_Rain.,ATMOSPHERE
ATMOSPHERE_Weather_Windy,"(strong wind:1.2), wind effect, wind blowing hair, fabric in wind, leaves swirling, dynamic wind, gusts","still, calm, no movement",Wind dynamics. Combos: ACTIVITY_Gazing_Horizon; SEASON_Autumn_Leaves; ARCHETYPE_Kunoichi. Adds life to any static scene.,ATMOSPHERE
BODY_Androgynous,"1girl, androgynous, (androgynous features:1.2), gender-ambiguous, soft masculine features, neutral body, slim androgynous figure, boyish feminine","obviously feminine, curvy, busty",Androgynous body type. Combos: HAIR_Short_Bob; OUTFIT_Streetwear; MOOD_Mysterious. Unique character type.,BODY
BODY_Battle_Scars,"1girl, battle scars, scar on face, warrior scars, healed wound scars, tough survivor look","flawless skin, no marks, pristine",Battle-worn scars. Combos: ARCHETYPE_Warrior; ARCHETYPE_Kunoichi; MOOD_Fierce.,BODY
BODY_Creature_Beast,"creature, beast form, (monstrous body:1.2), non-human proportions, claws, scales or fur, beast physique, monster body, creature design","human, humanoid, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Non-human creature/beast body. For full monster designs. Combos: THEME_Horror_*; THEME_Fantasy_Adventure.,BODY
BODY_Elderly,"1person, elderly, (aged face:1.2), wrinkles, grey hair, weathered skin, wise elder, old person, experienced face, age lines","young, smooth skin, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Elderly character. Gender-neutral. Combos: ARCHETYPE_Male_Scholar; MOOD_Serene; SCENE_Library.,BODY
BODY_Freckles,"1girl, freckles, freckled skin, natural skin, sun freckles, light freckles across nose and cheeks","perfect skin, flawless, no marks",Natural freckles. Combos: any BODY type; SEASON_Summer_Beach; HAIR_Colorful_Dye.,BODY
BODY_Hourglass_Perfect,"1girl, hourglass figure, perfect proportions, slim waist, wide hips, long legs, graceful build, toned","deformed body, bad proportions, overweight, chubby, male, boy",Ideal proportions. Combos: OUTFIT_Evening_Dress; MOOD_Elegant; CAMERA_Full_Body. Conflicts: BODY_BBW.,BODY
BODY_Male_Average,"1boy, male, average male build, normal physique, everyday man, regular body type, masculine features, realistic male proportions","female, feminine, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Standard male body type. Universal male character base. Combos: any ARCHETYPE male.,BODY
BODY_Male_Muscular,"1boy, male, (muscular male:1.3), defined muscles, broad shoulders, athletic build, strong physique, gym body, masculine power","female, thin, slim, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Muscular male body. Combos: ARCHETYPE_Male_Warrior; ARCHETYPE_Gladiator; MOOD_Fierce.,BODY
BODY_Male_Slim_Lean,"1boy, male, slim male, lean build, slender physique, elegant male frame, narrow shoulders, boyish figure, lithe male","female, muscular, bulky, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Slim/lean male body. Combos: ARCHETYPE_Male_Rogue; ARCHETYPE_Bard; MOOD_Mysterious.,BODY
BODY_Male_Stocky,"1boy, male, stocky build, broad and solid, dwarf-like proportions, compact powerful frame, barrel chest, sturdy male","female, thin, slim, tall, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Stocky/compact male body. Combos: ARCHETYPE_Male_Blacksmith; RACE_Dwarf_Male.,BODY
BODY_Mature_Woman,"1girl, mature female, adult woman, (mature face:1.2), elegant mature beauty, refined features, womanly figure","child, young, teenage, loli, chibi, male, boy, underage",Clearly adult mature woman. Combos: OUTFIT_Business_Suit; MOOD_Confident; ARCHETYPE_Office_Lady. Conflicts: any youthful archetypes.,BODY
BODY_Muscular_Fit,"1girl, athletic body, toned, (defined muscles:1.2), fit, strong arms, abs, muscular legs, powerful build","weak, frail, chubby, overweight, petite, male, boy",Athletic muscular build. Combos: ARCHETYPE_Kunoichi; OUTFIT_Sportswear; ACTIVITY_Fighting_Pose. Conflicts: BODY_Petite_Small.,BODY
BODY_Pear_Shaped,"1girl, pear body shape, (wide hips:1.3), narrow shoulders, bottom-heavy figure, wider lower body, slimmer upper body, natural pear silhouette","inverted triangle, broad shoulders, uniform",Pear body shape. Combos: OUTFIT_Evening_Dress; BODY_Thicc_Voluptuous (for overlap). Real body diversity.,BODY
BODY_Petite_Small,"1girl, petite, small frame, delicate body, slim, tiny waist, short stature, slender limbs, dainty","muscular, tall, wide hips, thick thighs, voluptuous, male, boy",Small delicate frame. Combos: ARCHETYPE_Idol; OUTFIT_School_Uniform; MOOD_Shy. Conflicts: BODY_Thicc_Voluptuous; BODY_Muscular_Fit.,BODY
BODY_Superhero_Build,"1person, superhero physique, (impossibly muscular:1.2), heroic build, comic book proportions, cape ready, power stance, chiseled features","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Superhero body type. Combos: STYLE_Comic_Book_Western; CHARACTER_Portrait_Heroic; THEME_Action_Thriller.,BODY
BODY_Tall_Elegant,"1girl, tall, long legs, statuesque, lean figure, elegant build, long neck, refined posture, model proportions","short, stubby, chibi, petite, male, boy",Tall model-like build. Combos: MOOD_Elegant; OUTFIT_Evening_Dress; CAMERA_Full_Body. Conflicts: BODY_Petite_Small.,BODY
BODY_Thicc_Voluptuous,"1girl, voluptuous, thick thighs, wide hips, (curvy body:1.3), plump, soft body, hourglass figure, meaty thighs, smooth skin","skinny, thin, slender, petite, flat chest, narrow hips, bony, male, boy",Thick curvy body. Combos: ARCHETYPE_Bunny_Girl; OUTFIT_Swimwear; ACTIVITY_Dancing. Conflicts: BODY_Petite_Small.,BODY
CAMERA_Comp_Diagonal,"(diagonal composition:1.2), dynamic diagonal lines, leading lines, angular layout, energetic framing","static, centered, symmetrical",Dynamic diagonals for energy. Combos: ACTIVITY_Running; ACTIVITY_Fighting_Pose; MOOD_Fierce.,CAMERA
CAMERA_Comp_Dutch_Angle,"dutch angle, tilted camera, diagonal composition, dynamic tilt","flat angle, boring composition",Tilted camera for tension/unease. Combos: MOOD_Fierce; SCENE_Gothic_Castle; ACTION scenes. Conflicts: COMPOSITION_Symmetry.,CAMERA
CAMERA_Comp_Framing,"(framed composition:1.3), subject framed by doorway, window frame, arch, foreground framing element, frame within frame","open composition, no framing",Frame-within-frame technique. Combos: SCENE_Gothic_Castle; SCENE_Library; LIGHTING_Volumetric_Rays.,CAMERA
CAMERA_Comp_Negative_Space,"(negative space:1.3), subject isolated, empty space dominant, minimalist composition, breathing room, vast emptiness around subject","cluttered, crowded frame, busy background",Minimalist negative space. Combos: MOOD_Melancholic; ACTIVITY_Gazing_Horizon; STYLE_Concept_Art.,CAMERA
CAMERA_Comp_Symmetry,"(symmetrical composition:1.2), centered subject, perfect symmetry, mirrored layout, Wes Anderson style","asymmetrical, dynamic",Wes Anderson-style symmetry. Combos: MOOD_Elegant; SCENE_Ballroom; ARCHETYPE_Demon_Queen. Conflicts: COMPOSITION_Dutch_Angle.,CAMERA
CAMERA_Extreme_Closeup,"extreme close-up, macro shot, eye detail, face detail extreme, skin texture close, eyes filling frame, ultra tight crop","wide, full body, establishing",Extreme facial macro. Combos: EXPRESSION styles; VFX_Bokeh; LIGHTING_Studio_Three_Point. More intimate than Face_Close.,CAMERA
CAMERA_Face_Close,"face focus, close-up portrait, facial close up, head shot, face only, expression focus","full body, wide shot, distant",Face portrait. Combos: EXPRESSION styles; MOOD styles; HAIR styles. Best for emotion showcase.,CAMERA
CAMERA_Fisheye,"fisheye lens, extreme wide angle, barrel distortion, 180 degree view, fisheye distortion, ultra wide fisheye perspective","telephoto, compressed, standard lens",Fisheye distortion. Combos: COMPOSITION_Dutch_Angle; SCENE_Cyberpunk_City; DYNAMICS_Motion_Blur. Edgy dynamic look.,CAMERA
CAMERA_From_Above,"high angle shot, bird's eye view, from above, looking down perspective, overhead angle","from below, worm eye",Overhead angle. Combos: ACTIVITY_Sitting_Relaxed; MOOD_Shy; cozy scenes.,CAMERA
CAMERA_From_Below,"low angle shot, worm's eye view, looking up, from below perspective, dynamic low angle","from above, flat angle",Dynamic upward angle. Combos: ARCHETYPE_Demon_Queen; MOOD_Confident; BODY_Tall_Elegant.,CAMERA
CAMERA_Full_Body,"full body shot, full body view, head to toe, complete figure visible","close up, face only, cropped",Full body composition. Combos: ACTIVITY_Dancing; OUTFIT styles; POSE styles. Best for outfit showcases.,CAMERA
CAMERA_Letterbox,"cinematic letterbox, widescreen black bars, 2.39:1 aspect crop, cinemascope format, cinematic aspect ratio, anamorphic widescreen","square, portrait, standard",Cinematic letterbox bars. Combos: VFX_Lens_Flare; PALETTE_Teal_Orange; STYLE_Concept_Art. Instant film feel. Good for wallpaper crops.,CAMERA
CAMERA_Over_Shoulder,"over shoulder shot, from behind looking forward, back angle, shoulder perspective, rear composition","full frontal, close face",Over-shoulder cinematic. Combos: SCENE styles; ACTIVITY_Gazing_Horizon; MOOD_Melancholic.,CAMERA
CAMERA_Side_Profile,"side profile, profile view, lateral view, 90 degree angle, silhouette angle","frontal, from below",Profile view. Combos: LIGHTING_Backlit_Silhouette; HAIR styles; OUTFIT styles. Great for silhouettes.,CAMERA
CAMERA_Three_Quarter,"three-quarter view, 3/4 angle, upper body, waist up, classic portrait angle","full body, extreme close up",Classic portrait framing. Most versatile camera angle. Works with all content.,CAMERA
CAMERA_Tilt_Shift,"tilt shift effect, miniature effect, selective focus tilt shift, toy world look, narrow band focus, blur above and below focus","full focus, standard, no blur",Tilt-shift miniature effect. Combos: SCENE_Cyberpunk_City; CAMERA_From_Above; STYLE_Detailed_Realistic. Makes scenes look like toy models.,CAMERA
CAMERA_Wide_Establishing,"wide shot, establishing shot, character in environment, full scene visible, environment focus, panoramic","close up, face focus, portrait",Full environment shot. Combos: SCENE styles; SEASON styles. Best for wallpaper compositions.,CAMERA
CHARACTER_Action_Shot,"(dynamic action pose:1.2), mid-action, motion, speed lines, kinetic energy, action scene, dynamic angle, character in motion","static, standing still, boring pose, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Dynamic action framing. Combos: EFFECTS_Motion_Blur; THEME_Action_Thriller.,CHARACTER
CHARACTER_Back_View_Dramatic,"back view character, (seen from behind:1.2), character facing away, dramatic back shot, looking into distance, cape flowing, back to viewer","facing camera, front view, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Dramatic back-facing character shot. Combos: SCENE_*; LIGHTING_Volumetric_Rays; ATMOSPHERE_*.,CHARACTER
CHARACTER_Bust_Detailed,"detailed bust portrait, upper body focus, (detailed face:1.2), (detailed clothing:1.2), character design, waist up, clear character features","full body, background heavy, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Clean bust shot for character design showcase. Great for concept art. Combos: FORMAT_Character_Sheet.,CHARACTER
CHARACTER_Concept_Art_Reference,"concept art character, (character design reference:1.2), clean lines, clear design, multiple angles hint, design sheet aesthetic, professional character design","messy, unclear, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Concept art/design reference framing. Combos: FORMAT_Character_Sheet; STYLE_Concept_Art.,CHARACTER
CHARACTER_Expression_Sheet,"expression sheet, multiple expressions, character expressions, emotion range, same character different moods, facial expression reference, expression study","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Expression reference sheet. Best with FORMAT_Character_Sheet. Combos: STYLE_Concept_Art.,CHARACTER
CHARACTER_Group_Shot,"group of characters, ensemble cast, multiple characters, group pose, character lineup, team shot, diverse group, group dynamic","single character, solo, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Group/ensemble framing. Combos: SCENE_*; THEME_Fantasy_Adventure.,CHARACTER
CHARACTER_Portrait_Heroic,"heroic portrait, (hero shot:1.2), dramatic framing, character close-up, strong jaw, confident gaze, epic lighting, cinematic portrait","timid, weak pose, background clutter, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Strong heroic character portrait. Combos: LIGHTING_Dramatic_Shadow; MOOD_Confident; EXPRESSION_Determined.,CHARACTER
CHARACTER_Portrait_Mysterious,"mysterious character portrait, partial shadow on face, enigmatic expression, half-lit face, obscured details, intrigue, cinematic","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Half-lit mysterious portrait. Works with any character type. Combos: LIGHTING_Dramatic_Shadow; MOOD_Mysterious.,CHARACTER
CHARACTER_Portrait_Villain,"villain portrait, (menacing expression:1.2), dramatic shadow, sinister gaze, dark aesthetic, intimidating presence, character close-up, evil smirk","friendly, cheerful, bright lighting, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Villain character portrait. Combos: LIGHTING_Dim_Dark; MOOD_Mysterious; THEME_Horror_Psychological.,CHARACTER
CHARACTER_Silhouette_Dramatic,"(dramatic silhouette:1.3), character silhouette, backlit, rim lighting, figure against bright background, profile silhouette, iconic pose","flat, no lighting, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Silhouette framing. Great for reveals, posters. Combos: LIGHTING_Volumetric_Rays; ATMOSPHERE_Time_Golden_Hour.",CHARACTER
COMPANION_Baby_Dragon,"(baby dragon companion:1.2), small dragon, dragon hatchling, tiny winged lizard, fire-breathing baby, dragon on shoulder, egg nearby","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Baby dragon companion. Combos: SCENE_Dragon_Lair; ARCHETYPE_Male_Mage; THEME_Fantasy_Adventure.,COMPANION
COMPANION_Bunny,"(rabbit companion:1.2), pet rabbit, bunny held, small rabbit, white rabbit","no rabbit, no bunny",Soft and cute. Combos: ARCHETYPE_Magical_Girl; SCENE_Garden_Flower.,COMPANION
COMPANION_Cat,"cat companion, cat sitting nearby, cat on shoulder, fluffy cat, feline companion, cat looking at viewer","dog, dragon, alone",Cat companion. Combos: ARCHETYPE_Catgirl; MOOD_Playful; SCENE_Bedroom. Adds warmth.,COMPANION
COMPANION_Crow_Raven,"(raven companion:1.2), crow on shoulder, black bird familiar, dark bird perched","no bird, no crow",Ominous companion. Combos: ARCHETYPE_Witch; SCENE_Gothic_Castle; MOOD_Mysterious.,COMPANION
COMPANION_Dog,"dog companion, puppy, dog by side, fluffy dog, loyal companion, dog looking up","cat, dragon, alone",Dog companion. Combos: ACTIVITY_Running; SCENE_Forest_Outdoor; MOOD_Playful. Conflicts: COMPANION_Cat.,COMPANION
COMPANION_Familiar_Spirit,"spirit companion, magical familiar, glowing orb spirit, fairy companion, ethereal spirit, floating companion","realistic, mundane",Magical spirit. Combos: ARCHETYPE_Magical_Girl; ARCHETYPE_Witch; LIGHTING_Volumetric_Rays.,COMPANION
COMPANION_Fox,"(fox companion:1.2), pet fox, fox sitting nearby, small fox, fox familiar","no fox, cat, dog",Fox companion. Combos: RACE_Fox_Spirit; SCENE_Forest_Outdoor.,COMPANION
COMPANION_Horse,"(horse companion:1.2), loyal horse, steed beside character, cavalry horse, horse nuzzling, faithful mount, war horse at rest","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Horse companion. Combos: ARCHETYPE_Male_Warrior; SCENE_Battlefield_Ancient.,COMPANION
COMPANION_Mechanical,"(mechanical companion:1.2), small robot, drone companion, floating robot, mechanical familiar","organic, living creature",Sci-fi companion. Combos: ARCHETYPE_Hacker_Netrunner; SCENE_Cyberpunk_City.,COMPANION
COMPANION_Owl,"(owl companion:1.2), owl on shoulder, perched owl, wise owl familiar, owl bird","no owl, no bird",Scholarly/magical companion. Combos: ARCHETYPE_Witch; ARCHETYPE_Librarian.,COMPANION
COMPANION_Small_Dragon,"small dragon companion, tiny dragon on shoulder, baby dragon, cute dragon familiar, pocket dragon","large dragon, cat, dog",Mini dragon familiar. Combos: ARCHETYPE_Witch; ARCHETYPE_Warrior; SCENE_Fantasy_Ruins.,COMPANION
COMPANION_Snake,"(pet snake:1.2), snake wrapped around arm, serpent companion, snake charmer, exotic reptile, coiled snake, scaled companion","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Snake companion. Combos: ARCHETYPE_Alchemist; SCENE_Ancient_Egypt_Temple.,COMPANION
COMPANION_Wolf_Dire,"(dire wolf companion:1.2), large wolf companion, wolf mount, loyal wolf beast, wolf ally","small animal, cat, domestic",Epic scale companion. Combos: ARCHETYPE_Warrior; ERA_Medieval_Fantasy.,COMPANION
DYNAMICS_Floating_Gravity,"(floating:1.3), zero gravity, levitating, weightless, hair floating up, clothes floating, suspended in air, anti-gravity","standing grounded, normal gravity",Zero gravity/levitation. Combos: ARCHETYPE_Magical_Girl; ACTIVITY_Magic_Casting; LIGHTING_Volumetric_Rays.,EFFECTS
DYNAMICS_Flying_Debris,"(flying debris:1.2), petals in wind, leaves swirling, sparks flying, paper scraps airborne, embers, floating particles","clean empty air, no particles",Floating debris/particles. Combos: ACTIVITY_Fighting_Pose; SCENE_Fantasy_Ruins; WEATHER_Windy.,EFFECTS
DYNAMICS_Motion_Blur,"(motion blur:1.3), speed blur, movement blur, action blur, dynamic motion, fast movement implied","static, still, no movement",Speed/action blur. Combos: ACTIVITY_Running; ACTIVITY_Fighting_Pose; ACTIVITY_Dancing.,EFFECTS
DYNAMICS_Splash_Water,"(water splash:1.3), splashing water, water droplets, water impact, wet spray, water dynamics","dry, still water, no splash",Water splash dynamics. Combos: SCENE_Beach; SCENE_Hot_Spring; SEASON_Summer_Beach.,EFFECTS
DYNAMICS_Wind_Hair_Clothes,"(hair blowing in wind:1.3), wind effect on clothing, fabric billowing, wind-blown hair, clothes fluttering, dynamic wind, dramatic wind effect","still, static, calm, no movement",Character wind effect. Combos: SCENE_Mountain_Top; ARCHETYPE_Warrior; ACTIVITY_Gazing_Horizon. Adds cinematic drama. Conflicts: ACTIVITY_Sitting_Relaxed.,EFFECTS
EFFECTS_Blood_Splatter,"(stylized blood splatter:1.2), action movie blood spray, comic book blood, red splash effect, graphic novel blood, dramatic wound, not photorealistic","cute, clean, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Stylized (not photorealistic) blood effect. For horror/action. Combos: THEME_Horror_Slasher; STYLE_Comic_Book_Western.,EFFECTS
EFFECTS_Glitch_Digital,"(digital glitch effect:1.2), pixel corruption, data glitch, digital artifact, scan line errors, RGB split, corrupted image effect","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Digital glitch visual effect. Combos: STYLE_80s_VHS; THEME_SciFi_Cyberpunk; ARCHETYPE_Hacker_Netrunner.,EFFECTS
EFFECTS_Particle_Magic,"(magical particles:1.2), sparkle particles, magical energy motes, glowing dust particles, arcane sparks, particle effect, light motes","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Magic particle visual effect. Combos: ARCHETYPE_Male_Mage; ATMOSPHERE_Magical_Sparkles; POSE_Casting_Spell.,EFFECTS
VFX_Bloom_Glow,"(bloom effect:1.2), soft glow, light bloom, glowing highlights, luminous edges, soft luminosity","harsh, no glow, flat",Soft bloom/glow. Combos: ACTIVITY_Magic_Casting; ARCHETYPE_Angel; LIGHTING_Volumetric_Rays.,EFFECTS
VFX_Bokeh,"(bokeh:1.2), depth of field, blurred background, out of focus background, circular bokeh, shallow focus","deep focus, sharp background, flat",Bokeh depth of field. Combos: CAMERA_Face_Close; LIGHTING_Soft_Warm; any portrait. Universal.,EFFECTS
VFX_Chromatic_Aberration,"(chromatic aberration:1.2), color fringing, RGB shift, lens distortion edges, color split effect","clean optics, no distortion",Glitch/lens effect. Combos: OUTFIT_Cyberpunk; SCENE_Cyberpunk_City; STYLE_90s_Retro.,EFFECTS
VFX_Film_Grain,"(film grain:1.2), grain overlay, analog noise, vintage film texture, grainy photograph look","clean digital, smooth, pristine",Vintage film grain. Combos: STYLE_90s_Retro; LIGHTING_Dramatic_Shadow; MOOD_Melancholic.,EFFECTS
VFX_Lens_Flare,"(lens flare:1.2), light flare, anamorphic flare, optical flare, sun flare, light streak","no flare, flat lighting",Lens flare effect. Combos: LIGHTING_Golden_Hour_Sunset; SCENE_Beach; TIME_Golden_Hour.,EFFECTS
VFX_Vignette,"(vignette:1.1), darkened edges, frame vignette, cinematic vignette, dark corners","bright corners, even exposure",Cinematic vignette. Combos: MOOD_Mysterious; LIGHTING_Dramatic_Shadow; any portrait. Subtle but impactful.,EFFECTS
ERA_Ancient_Egypt,"ancient Egypt era, (pharaonic Egypt:1.2), hieroglyphs, pyramids, linen clothing, Egyptian jewelry, Nile civilization, ancient Egyptian","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Ancient Egypt era setting. Combos: SCENE_Ancient_Egypt_Temple; THEME_Historical_Ancient.,ERA
ERA_Ancient_Greece,"ancient Greece era, (Hellenic period:1.2), chiton garment, Greek mythology, city-state culture, polis, Olympic games era, philosophy age","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Ancient Greece era setting. Combos: SCENE_Ancient_Greece_Agora; THEME_Fantasy_Mythology.,ERA
ERA_Ancient_Rome,"ancient Rome era, (Roman Empire:1.2), toga and tunica, Roman legionary, Senate, gladiatorial, classical architecture, Pax Romana","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Ancient Rome era setting. Combos: SCENE_Ancient_Rome_Forum; ARCHETYPE_Gladiator.,ERA
ERA_Cold_War,"Cold War era, (1950s-1980s Cold War:1.2), espionage aesthetic, Soviet or American, propaganda art style, spy thriller era, Iron Curtain","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Cold War era setting. Combos: STYLE_70s_Grindhouse; THEME_Mystery_Noir.,ERA
ERA_Feudal_Japan,"(feudal japan:1.2), edo period, samurai era, traditional japanese, ukiyo-e inspired setting, feudal architecture","modern, western, futuristic",Feudal Japan setting. Combos: ARCHETYPE_Kunoichi; OUTFIT_Traditional_Japanese; SCENE_Japanese_Night.,ERA
ERA_Medieval_Fantasy,"medieval fantasy setting, stone castles, torches, medieval architecture, cobblestone, knights, feudal aesthetic","modern, futuristic, sci-fi",High fantasy medieval. Combos: ARCHETYPE_Warrior; OUTFIT_Fantasy_Armor; SCENE_Gothic_Castle.,ERA
ERA_Post_Apocalyptic,"(post-apocalyptic:1.3), wasteland, ruined city, overgrown ruins, debris, rust, abandoned buildings, survival aesthetic","pristine, modern, clean, luxury",Post-apocalyptic wasteland. Combos: OUTFIT_Streetwear; MOOD_Fierce; SCENE_Fantasy_Ruins.,ERA
ERA_Renaissance,"Renaissance era, (Italian Renaissance:1.2), doublet and hose, classical art, humanism, Florence or Venice, 15th century European","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Renaissance era setting. Combos: SCENE_Renaissance_Workshop; ACTIVITY_Painting.,ERA
ERA_Retro_Futurism,"(retro futurism:1.2), 50s sci-fi aesthetic, atomic age, space age design, chrome and optimism, raygun gothic","gritty, dark, medieval, organic",50s/60s retro sci-fi optimism. Combos: STYLE_Action_Game_Art; LIGHTING_Bright_Clinical.,ERA
ERA_Steampunk,"(steampunk:1.3), gears, steam pipes, brass clockwork, victorian machinery, airship, industrial fantasy, goggles","modern, sleek, futuristic, clean",Steampunk aesthetic. Combos: OUTFIT_Gothic; LIGHTING_Candlelight; ACCESSORIES_Glasses.,ERA
ERA_Victorian,"(victorian era:1.2), 19th century aesthetic, victorian fashion, gaslight, ornate architecture, period accurate","modern, futuristic, casual",Victorian period. Combos: OUTFIT_Gothic; SCENE_Gothic_Castle; MOOD_Elegant.,ERA
ERA_Wild_West,"Wild West era, (American frontier:1.2), cowboy culture, 1800s American West, saloons, gunfighters, dusty frontier, outlaw country","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Wild West era setting. Combos: SCENE_Wild_West_Town; ARCHETYPE_Male_Bounty_Hunter.,ERA
EXPRESSION_Determined,"(determined expression:1.3), set jaw, focused eyes, resolute, unwavering gaze, battle will, strong-willed look","playful, shy, laughing",Resolute determination. Combos: ACTIVITY_Fighting_Pose; MOOD_Fierce; ARCHETYPE_Warrior. Conflicts: EXPRESSION_Laughing.,EXPRESSION
EXPRESSION_Disgust,"(expression of disgust:1.3), wrinkled nose, sneering, disdainful look, contemptuous expression, raised upper lip, cold dismissal","smiling, gentle, warm",Disgust/contempt expression. Combos: ARCHETYPE_Aristocrat_Noble; MOOD_Confident. Strong character personality marker.,EXPRESSION
EXPRESSION_Exhausted,"(exhausted face:1.2), heavy lidded eyes, dark circles, tired look, sleepy exhausted, worn out expression","energetic, bright-eyed, cheerful",Tired/burnout expression. Combos: MOOD_Exhausted; SCENE_Office; TIME_Midnight.,EXPRESSION
EXPRESSION_Gentle_Smile,"(gentle smile:1.2), soft smile, warm eyes, kind expression, approachable, natural beauty, subtle happiness","angry, sad, fierce, cold",Warm natural smile. Combos: MOOD_Serene; OUTFIT_Casual; any scene. Most versatile expression.,EXPRESSION
